,NAME,RA,DEC,Class,SC_EP_8_FLUX,SC_EP_5_FLUX,SC_EP_4_FLUX,SC_EP_3_FLUX,SC_EP_2_FLUX,SC_FVAR,SC_DET_ML,G,BP,RP,J,H,K,W1,W2,W3
2901,SDSS J13466+4747,206.6520833333333,47.78999999999999,AGN,3.937212e-13,1.3183125e-13,8.283542e-14,6.904084e-14,6.3005265e-14,0.21940535,2392.176,18.393696,18.513973,18.089485,,,,13.947000000000001,12.847999999999999,10.385
2902,SDSS J13469+0741,206.7295833333333,7.695277777777778,AGN,7.143614e-14,2.278383e-14,1.5433176e-14,1.4360353e-14,1.2490626e-14,,1924.018,18.778226999999998,18.982965,18.396526,,,,15.175999999999998,13.770999999999999,10.752
2903,XBS J13469+5803,206.73625,58.054444444444435,AGN,2.1190043999999998e-13,1.6404284e-13,4.4423250000000003e-14,4.3881656e-15,4.759747e-16,,464.4467,,,,17.051,15.992,15.277000000000001,13.564,12.39,9.875
2904,SDSS J13470+1056,206.75791666666663,10.941388888888886,AGN,3.3697827000000004e-14,8.821014e-15,9.198653e-15,5.9401366e-15,3.0738469999999998e-15,,26.933940000000003,19.113745,19.316795000000003,18.834541,,,,15.779000000000002,14.562999999999999,11.845
2905,VPM J13470+2659,206.76166666666663,26.993055555555554,AGN,1.2798276e-13,3.498859e-14,3.8910796e-14,2.4411385e-14,1.5689723e-14,,182.0019,19.561289000000002,19.800589000000002,19.180208,,,,16.52,15.39,12.245
2906,Q 1344.7+2707,206.76291666666665,26.872777777777767,AGN,2.1417619999999998e-14,1.6999242000000006e-15,4.6958117e-15,5.1487396999999986e-15,4.537832e-15,,147.1261,20.05046,20.284767000000002,19.726067,,,,17.043,16.135,12.709000000000001
2907,RRS IV 39,206.86,27.07611111111111,AGN,7.7686664e-14,2.4315028e-14,1.7430132e-14,1.349979e-14,1.1984195e-14,,226.0181,18.367088,18.664773999999998,17.905344,,,,15.117,14.168,11.065
2908,SDSS J13476+6016,206.90125,60.2725,AGN,4.7767149999999997e-14,1.8725737e-14,8.027646e-15,8.082356e-15,5.975151300000001e-15,,103.0963,19.863121,20.125092000000002,19.511156,,,,16.494,15.149000000000001,12.387
2909,4C 58.27,206.92083333333332,58.21166666666666,AGN,3.8464802e-13,1.2579811e-13,9.040199e-14,6.553397e-14,5.743184e-14,,17728.06,18.222456,18.357372,17.908207,,,,15.317,14.12,10.869000000000002
2910,SDSS J13477+6006,206.94791666666663,60.1111111111111,AGN,6.164799e-14,3.101889e-14,4.7726957e-15,9.9235034e-15,5.7022936e-15,0.32611078,146.6021,19.919403,20.143152,19.532104,,,,16.649,15.56,12.527000000000001
2911,SDSS J13478+1734,206.9525,17.57833333333333,AGN,4.7836138e-14,1.5975176999999996e-15,9.695711e-15,9.796705e-15,8.612743e-15,,501.0541,17.746517,17.941896,17.386665,16.539,15.887,15.5,14.365,12.799000000000001,9.619
2912,GB6 13455+2851,206.9645833333333,28.60805555555555,AGN,1.4983319999999999e-12,5.0903764e-13,3.7285587999999997e-13,2.481182000000001e-13,2.0773639e-13,0.10101471,18835.28,17.60059,17.636778,17.191887,,,,12.630999999999998,12.265,10.47
2913,VPM J13479+2835,206.98541666666665,28.589166666666664,AGN,2.2633296e-14,1.0404284e-14,4.066706e-15,3.5459823e-15,2.9856224e-15,,35.47303,18.806765,19.01649,18.469889000000002,,,,16.175,14.883,11.572000000000001
2914,VPM J13480+2827,207.01166666666663,28.45444444444444,AGN,1.4876155e-13,3.9723484e-14,1.8668445e-14,2.4653234e-14,3.0960714e-14,0.18830678,734.9963,18.509703,18.625542000000003,18.275177,,,,15.015,13.636,10.663
2915,Q J1348+2840,207.01833333333332,28.67361111111111,AGN,2.952992e-13,1.1505707e-13,6.380244e-14,4.3477005000000004e-14,4.2218416e-14,0.26306748,1887.559,18.254112,18.392246,17.935923000000003,16.833,16.477999999999998,15.834000000000001,15.318,14.513,11.152000000000001
2916,SDSS J13481+6413,207.04666666666665,64.22972222222221,AGN,3.6381437e-14,0.0,2.0885302e-14,7.442355e-15,8.0537815e-15,,10.74299,19.266462,19.916523,18.545773,,,,15.173,14.582,10.862
2917,VPM J13484+2832,207.10125,28.54722222222221,AGN,4.53234e-14,2.7258686999999997e-15,9.244642e-15,1.444385e-14,1.0961341e-14,1.0843321,229.9142,19.395243,19.681820000000002,18.949005,,,,15.895999999999999,14.932,11.847999999999999
2918,Q 1346.1+2721,207.1045833333333,27.104722222222208,AGN,2.4593795e-14,8.395336e-15,6.5104286e-15,4.2290144e-15,2.0794395999999998e-15,,48.80699,18.265966,18.482138,17.857704000000002,16.682000000000002,16.325,15.737,14.914000000000001,13.487,10.019
2919,VPM J13484+2843,207.11041666666665,28.72138888888889,AGN,4.8627755000000004e-14,4.2336168e-15,1.3782619e-14,8.4397745e-15,7.0134925e-15,,82.916,18.323397,18.537589999999998,17.946503,,,,15.565,14.609000000000002,11.379000000000001
2920,Q 1345-301,207.1325,-30.356388888888887,AGN,7.685005e-14,2.5231841e-14,1.3222251e-14,1.3822122e-14,1.3747973000000002e-14,0.33436966,1195.022,18.131445000000003,18.416622,17.698578,,,,14.731,13.374,10.525
2921,2E 1346+2637,207.14291666666665,26.36861111111111,AGN,4.4163525e-13,3.517357e-14,4.296162e-14,5.675690599999998e-14,1.0601470999999999e-13,0.11739346,70763.51,18.706059,18.875494,18.431404,,,,14.71,13.368,10.4
2922,Q 1346-036,207.1833333333333,-3.89,AGN,1.4187563e-13,3.9773784e-14,3.564926e-14,2.6619047e-14,2.3530023e-14,0.06890615,2822.315,17.090595,17.317701,16.615934,15.637,15.097000000000001,14.145999999999999,13.696,12.489,9.038
2923,1SAX J13487-3029,207.18625,-30.49583333333333,AGN,1.4357695e-12,6.1125627e-13,2.5659498e-13,1.9861964e-13,2.0151323e-13,0.083478756,23343.07,17.373404,17.484129,16.867722,16.168,15.585,14.498,13.054,11.933,9.175
2924,Q 1346.5+2713,207.1970833333333,26.984444444444442,AGN,1.5330138e-14,8.5128717e-16,2.8878405e-15,9.42475e-16,1.1563843e-15,,98.97852,20.099325,20.220966,19.75355,,,,,,
2925,EXO 1346.4+2637,207.2008333333333,26.37194444444444,AGN,3.0665176e-13,3.3714527e-14,3.3950368e-14,3.413418e-14,5.685981e-14,0.15718551,22741.13,18.480394,18.629385,18.069126,17.433,16.213,15.668,13.777000000000001,12.542,9.771
2926,SDSS J13488+2625,207.2095833333333,26.41777777777777,AGN,1.3340204e-14,3.9717053e-15,1.6282235999999998e-15,2.5095083e-15,2.2591345e-15,0.2517074,194.5004,19.257076,19.520195,18.856735,,,,16.333,15.37,11.562999999999999
2927,1WGA J1349.6-3016,207.41416666666663,-30.27277777777777,AGN,2.612166000000001e-13,1.0708683e-13,4.719702e-14,4.2158913e-14,3.6754213e-14,,1211.001,19.108603,19.175526,18.533531,,,,14.407,13.59,10.757
2928,SDSS J13498+2633,207.45791666666665,26.563055555555554,AGN,3.9881625e-14,7.524093e-15,1.0562847e-14,8.658436e-15,3.8640790000000004e-15,,842.0316,18.406963,18.481279999999998,18.148557999999998,,,,15.149000000000001,13.818,10.831
2929,SDSS J13500+2625,207.5025,26.424166666666665,AGN,5.2151720000000003e-14,1.5781802e-15,1.2606059e-14,8.835604000000003e-15,1.3366418000000002e-14,0.18436,1085.653,18.62367,18.751739999999998,18.251047,,,,15.094000000000001,13.693,10.592
2930,SDSS J13506+6019,207.66083333333333,60.31694444444444,AGN,6.380860000000001e-14,1.5436555e-14,7.552224e-15,6.2851907e-15,1.1664423e-14,,185.5419,20.065128,20.25166,19.692957,,,,16.178,14.950999999999999,11.947000000000001
2931,SDSS J13511+2618,207.78833333333333,26.311666666666664,AGN,8.507797e-14,3.052266e-14,1.5773487e-14,9.5184345e-15,1.2902588e-14,0.14446369,323.3214,19.019508,19.173653,18.738310000000002,,,,,,
2932,SDSS J13513+4618,207.84166666666664,46.30777777777778,AGN,6.2426836e-14,1.6320316e-14,1.4279017e-14,1.2912545e-14,1.0578943000000002e-14,0.17389046,688.1623,18.852339999999998,19.282991,18.208305,,,,15.189,14.117,10.895999999999999
2933,SDSS J13530+6332,208.25541666666663,63.5486111111111,AGN,7.908232499999999e-15,0.0,2.737455e-15,1.060531e-15,1.0727591e-15,,37.43329,,,,,,,,,
2934,SDSS J13531+1138,208.27666666666664,11.634444444444444,AGN,2.6325954999999997e-13,6.2997384e-14,7.0462563e-14,5.5849958000000004e-14,4.406981e-14,0.06488345,10025.27,16.859223999999998,16.69817,16.053314,15.388,14.752,14.582,13.342,12.187000000000001,9.203
2935,PG 1351+64,208.31541666666664,63.76277777777778,AGN,1.1871592e-12,3.8926165e-13,2.3339208e-13,1.1366592e-13,8.888919e-14,0.15489206,203679.2,14.995181,15.10123,14.436792,13.49,12.854000000000001,11.869000000000002,10.238,9.149,5.822
2936,SDSS J13533+4008,208.33541666666665,40.13583333333333,AGN,3.3658677e-14,2.7858376e-15,4.3881033e-15,7.429018000000001e-15,6.257654e-15,,164.53099999999995,18.993052,19.24063,18.611025,,,,15.794,14.412,10.997
2937,SDSS J13536+3342,208.42041666666665,33.70666666666666,AGN,6.056754e-14,3.1909083e-14,7.4432385e-15,9.515533000000001e-15,6.297505699999999e-15,,161.4109,19.097776,19.258354,18.781216,,,,16.17,14.991,11.649000000000001
2938,SDSS J13537+1139,208.43833333333333,11.661944444444444,AGN,4.833986e-14,2.8747245e-14,1.0928125e-14,2.768999e-15,3.1408070000000004e-15,,144.3598,18.066907999999998,18.165228,17.759726,,,,13.979000000000001,12.849,10.265999999999998
2939,2QZ J135353-0215,208.47166666666664,-2.266111111111111,AGN,5.5299180000000004e-14,8.890046e-15,1.3598602999999999e-14,1.0765284e-14,9.671048e-15,,542.5226,19.98708,20.078526,19.357012,,,,16.323,15.435,12.536
2940,2QZ J135354-0225,208.47916666666663,-2.4305555555555562,AGN,7.17982e-15,8.0088706e-17,1.99134e-15,2.842738e-15,1.2601388e-15,,30.86644,20.216312,20.508986,19.926453,,,,17.105999999999998,16.002,12.222000000000001
2941,SDSS J13541+1809,208.53,18.155833333333327,AGN,2.5279216e-14,9.854801399999999e-15,4.2850355e-15,3.0306267e-15,6.978769000000002e-16,,60.04016,20.118378,20.486217,19.63554,,,,17.475,16.36,12.435
2942,SDSS J13542+3348,208.5745833333333,33.81638888888889,AGN,6.689958400000001e-14,3.0884258e-14,1.7555566000000006e-14,1.1850051e-14,3.6582582e-15,,214.1829,18.250857999999997,18.47803,17.827248,,,,14.865,13.491,10.101
2943,SDSS J13543+6357,208.57541666666665,63.95138888888889,AGN,3.566818e-14,1.6220611e-14,2.3853248e-15,3.981362e-15,5.155983e-15,,179.8403,19.780159,20.117082999999997,19.397357999999997,,,,16.401,15.275,12.237
2944,1WGA J1354.3+4012,208.585,40.21083333333333,AGN,5.3620587e-14,4.1948e-15,1.3758648e-14,1.542903e-14,1.0594790000000001e-14,0.31276152,287.6944,19.091648,19.30971,18.747082000000002,,,,15.658,14.338,11.872
2945,SDSS J13545+5604,208.63208333333333,56.07916666666666,AGN,1.222679e-13,9.3401205e-14,8.981778e-15,5.793519000000001e-15,6.700226999999999e-15,,72.70618,20.87125,20.92442,20.528334,,,,17.452,16.327,12.654000000000002
2946,PG 1352+183,208.64875,18.088055555555552,AGN,5.6080505e-12,1.2839136e-12,9.874892e-13,9.683384e-13,1.16645e-12,0.05970939,192756.1,16.110313,16.176842,15.640334,15.004000000000001,14.231,13.142000000000001,11.604000000000001,10.584000000000001,8.127
2947,PB 4145,208.7133333333333,18.223888888888887,AGN,4.615304e-13,1.7898218e-13,8.3446914e-14,6.1760974e-14,6.5016995e-14,0.028902873,1030.133,18.172606,18.276773000000002,17.873268,,,,14.299000000000001,13.128,10.375
2948,SDSS J13551+0532,208.78958333333333,5.546666666666666,AGN,2.181281e-14,0.0,2.8642353e-15,4.316995700000001e-15,6.88054e-15,,16.88835,19.253785999999998,19.398039,18.828407000000002,,,,15.151,14.061,11.190999999999999
2949,SDSS J13558+3823,208.97,38.388055555555546,AGN,2.4286996e-14,0.0,4.5176794e-15,7.2141025e-15,8.116958000000003e-15,,70.89308,19.162682999999998,19.310123,18.873632,,,,16.274,15.15,11.665
2950,SDSS J13560+1824,209.005,18.414166666666667,AGN,6.842418499999999e-15,2.7925999e-15,2.264195e-15,1.1645552e-15,1.0068217e-16,,21.87247,18.151321,18.345654,17.737078,,,,,,
2951,SDSS J13562+1036,209.05625,10.614722222222222,AGN,6.001480999999999e-13,3.6949968e-13,8.200563e-14,5.2398424e-14,5.687041500000001e-14,0.18040806,769.3157,19.141953,19.233704,18.717304000000002,,,,15.091,13.853,10.459000000000001
2952,1WGA J1356.5+1812,209.12708333333333,18.211388888888887,AGN,1.1758644e-13,2.4556119e-14,1.9649838e-14,2.0014948e-14,2.104553e-14,0.26693192,1668.029,19.834132999999998,18.943775,17.807121,16.247,15.783,14.948,14.081,13.0,9.447000000000001
2953,SDSS J13569+3833,209.2483333333333,38.55972222222222,AGN,4.951185e-14,1.0459599e-14,4.8168155e-15,1.3350101e-14,7.81062e-15,,56.37906,18.950617,19.149263,18.56583,,,,15.763,14.187999999999999,10.860999999999999
2954,SDSS J13581+6537,209.5445833333333,65.6275,AGN,1.8429430999999998e-13,7.655173999999999e-14,2.994079200000001e-14,2.3389119e-14,2.4170756e-14,0.13727039,816.5482,17.819714,17.949497,17.563029999999998,,,,13.901,12.579,9.817
2955,SDSS J13587+6522,209.67875,65.37666666666667,AGN,2.9231734e-14,1.6325483e-14,1.8024476e-15,2.9147522e-15,3.6364139999999995e-15,,71.74963000000002,18.803967999999998,19.15423,18.259941,,,,16.352,15.28,11.452
2956,PKS 1355-41,209.75083333333333,-41.881388888888885,AGN,7.660525e-12,2.5824792e-12,1.7572525000000002e-12,1.3948598e-12,1.2011563999999996e-12,,246795.9,15.385116,15.505267000000002,15.000882999999998,14.179,13.464,12.547,10.933,9.984,7.676
2957,2QZ J135959-0144,209.9958333333333,-1.748611111111111,AGN,1.022605e-13,6.233131e-14,1.6135083e-14,1.1729603e-14,6.325363e-15,0.13974589,160.0056,20.668851999999998,20.952375,20.663957999999997,,,,,,
2958,2QZ J140001-0149,210.00708333333333,-1.8236111111111108,AGN,6.667033e-14,2.2773668e-14,1.1811461e-14,1.3990563e-14,1.0276854e-14,,268.015,18.955057,19.112198,18.567726,,,,16.072,14.913,11.798
2959,2QZ J140017-0149,210.07375,-1.8175,AGN,1.0315211e-14,2.3103779e-15,1.8146673e-15,2.7760715000000003e-15,2.9306889e-15,,51.15345,19.451853,19.635473,19.122870000000002,,,,16.487000000000002,15.502,12.04
2960,2QZ J140034-0156,210.14333333333332,-1.9447222222222216,AGN,3.1773097000000004e-14,1.5585003e-14,2.1364545e-15,3.9282745e-15,3.0739985999999997e-15,,118.342,19.689812,19.804922,19.35337,,,,17.052,16.076,12.610999999999999
2961,SDSS J14006+6212,210.1683333333333,62.21166666666666,AGN,7.6345546e-14,2.5656810999999998e-14,1.7810933e-14,1.6028135e-14,8.265470999999997e-15,,191.1167,19.41616,19.678946,18.758745,,,,15.020999999999999,14.151,11.624
2962,XMS J14007-1100,210.18375,-11.009166666666665,AGN,8.700064e-14,2.9539699999999997e-14,2.3076764e-14,1.5166093e-14,1.0112426999999999e-14,,582.7049,20.295591,20.434677,20.123048999999998,,,,16.662,15.437000000000001,12.526
2963,SDSS J14007+6218,210.1875,62.30416666666666,AGN,2.9870129999999997e-13,6.9621555e-14,4.9693028e-14,5.2599424999999994e-14,5.5853488000000006e-14,0.28254232,1922.084,19.196531,19.186623,18.779726,,,,14.72,13.662,11.030999999999999
2964,XMS J14007-1112,210.19416666666663,-11.204444444444444,AGN,5.2559807e-14,1.2681606e-15,1.4824933000000005e-14,1.5232761000000006e-14,1.2301579e-14,0.08112104,818.5555,18.678617000000003,18.852905,18.252585999999997,,,,15.241,13.815999999999999,10.880999999999998
2965,HXMM J14008+0301,210.22125,3.018055555555556,AGN,1.192754e-13,4.9702852999999997e-14,2.416048e-14,1.7143178e-14,1.49263e-14,0.30377704,3121.156,20.485585999999998,20.667732,19.561537,,,,17.245,15.97,12.786
2966,HXMM J14011+0243,210.29125,2.7272222222222218,AGN,3.2731257e-14,8.56903e-15,6.364405200000001e-15,5.096696e-15,4.620193e-15,0.7488632,533.2831,,,,,,,16.082,15.229000000000001,12.450999999999999
2967,HXMM J14012+0248,210.31333333333333,2.805,AGN,2.8018071000000003e-14,6.3789873e-15,7.163481999999997e-15,4.6921140000000005e-15,5.171664e-15,0.28977633,1093.067,20.097908,20.222063000000002,19.68207,,,,16.402,15.037,12.216
2968,SDSS J14017+0244,210.44375,2.7427777777777766,AGN,3.9112258e-14,1.5703351999999995e-14,7.848650000000003e-15,6.311922e-15,4.0939593e-15,,279.4079,19.057138000000002,20.214000000000002,18.123829999999998,,,,15.197000000000001,14.705,11.852
2969,A1835_2,210.45791666666665,2.81,AGN,3.125602e-14,8.6783404e-15,5.8898644e-15,5.85776e-15,4.1660566e-15,0.5872997,259.1381,,,,,,,16.765,15.917,11.959000000000001
2970,2QZ J140220-0011,210.5870833333333,-0.1911111111111111,AGN,1.1923324e-13,5.3312077999999994e-14,4.2821814999999996e-14,1.1975949e-14,6.9606296e-15,0.2847985,75.51151,20.023193,20.086176000000002,19.496954000000002,,,,14.786,14.023,11.519
2971,SDSS J14027+0000,210.67625,0.009166666666666663,AGN,4.2560092000000006e-14,1.3112407999999999e-14,1.5655639e-14,4.908236e-15,5.0664242e-15,,78.179,20.490461,20.510158999999998,20.041605,,,,16.497,15.45,12.026
2972,2QZ J140303-0009,210.76375,-0.16194444444444442,AGN,1.4416631e-14,4.209111e-15,2.8189492e-15,3.1224197e-15,1.875033e-15,,41.56428,19.80986,20.039192,19.383806,,,,17.148,16.096,12.083
2973,2QZ J140308-0006,210.78541666666663,-0.10055555555555554,AGN,9.130476e-14,2.7260969999999998e-14,2.2212209999999997e-14,1.6698471999999995e-14,1.5055463e-14,0.19831833,1380.061,19.94809,19.899809,19.205132,,,,14.8,13.957,11.21
2974,SDSS J14032-0007,210.80166666666665,-0.12638888888888888,AGN,1.0289952e-14,3.2846955e-15,1.2997236e-15,1.8724648000000004e-15,1.2876765e-15,,25.30149,,,,,,,,,
2975,2QZ J140313-0012,210.80666666666664,-0.21027777777777776,AGN,2.0969120000000002e-14,1.4377949e-15,7.727623e-15,6.4006197e-15,2.525542e-15,,96.67982,20.598965,20.698437,20.355816,,,,,,
2976,UM 629,210.8475,-0.10194444444444443,AGN,4.306658e-14,4.5480998e-15,1.2728660000000001e-14,8.859522e-15,8.5052145e-15,0.19839673,790.8371,18.013792000000002,18.202887,17.66851,16.497,16.022000000000002,15.415999999999999,14.843,13.827,10.491
2977,2QZ J140334-0015,210.8925,-0.2661111111111111,AGN,1.6412568e-14,1.9223896e-15,5.4464793999999994e-15,2.7773639000000007e-15,3.2683982e-15,,46.72176,20.351354999999998,20.59369,19.992898999999998,,,,17.548,16.162,12.328
2978,SDSS J14036-0005,210.90541666666664,-0.09555555555555556,AGN,1.0920019e-14,2.885582e-16,2.0552435e-15,2.743149e-15,1.9468663e-15,,112.0294,,,,,,,,,
2979,2QZ J140345-0011,210.94,-0.1927777777777777,AGN,9.250802599999999e-14,3.4153343999999996e-14,1.8501e-14,1.5145393e-14,1.5274626e-14,0.11952124,952.2472,19.780037,20.044363,19.383131,,,,15.582,14.377,11.128
2980,SDSS J14038+0001,210.95541666666665,0.027777777777777773,AGN,5.0813168e-14,1.7666217e-14,1.9006608e-14,5.4504656e-15,7.659078999999999e-15,,76.22278,20.339298,20.454151,19.74674,,,,16.057000000000002,14.979000000000001,12.030999999999999
2981,SDSS J14038+4320,210.95666666666665,43.33611111111111,AGN,2.503268300000001e-13,1.0081178e-13,3.684840000000001e-14,3.86569e-14,2.9402567e-14,0.08962141,440.3789,18.340385,18.380820999999997,18.034763,,,,13.919,12.770999999999999,9.888
2982,SDSS J14040+4320,211.0133333333333,43.342222222222226,AGN,2.177954e-14,1.0375366e-14,1.3652298e-15,3.927157e-15,2.468625e-15,,8.120303999999999,19.484144,19.654104,19.160429999999998,,,,16.535999999999998,15.556,12.350999999999999
2983,SDSS J14041+3507,211.04041666666663,35.11694444444444,AGN,4.8303833e-14,3.0133629999999997e-14,8.871078500000001e-15,6.430202e-15,1.8755292e-15,,83.17503,18.362268,18.594454000000002,17.906986,16.96,16.340999999999998,15.552999999999999,14.890999999999998,13.933,10.677999999999999
2984,RXS J14042+5416,211.07,54.27055555555553,AGN,1.2715383e-13,5.5591223e-14,2.9982086e-14,2.1111808e-14,1.4492732e-14,0.28264588,4485.998,19.300121,19.515318,18.86117,,,,16.119,14.878,12.700999999999999
2985,SDSS J14049+2556,211.23458333333332,25.938055555555554,AGN,6.1882845e-14,1.4884371e-14,1.0479341e-14,9.292387e-15,1.3525066000000002e-14,0.16004395,1789.064,18.138807,18.256863,17.85409,,,,14.698,13.339,10.677999999999999
2986,PG 1402+261,211.3175,25.926111111111112,AGN,5.3968847999999995e-12,1.0228972e-12,8.7852913e-13,9.188082e-13,1.197178e-12,0.0925959,1207260.0,15.720507000000001,15.768935999999998,15.341035999999999,14.41,13.379000000000001,12.168,10.51,9.455,6.822
2987,SDSS J14056+2551,211.4025,25.86083333333333,AGN,1.630563e-13,2.7755818e-14,2.7666843999999997e-14,3.0728394e-14,3.836363e-14,0.3901007,16778.57,17.934513,18.032501,17.682953,17.194000000000003,16.012999999999998,15.286,14.152000000000001,12.864,10.107999999999999
2988,SDSS J14056+4325,211.42125,43.42722222222223,AGN,1.0835326e-13,2.332547e-14,1.748893e-14,1.1987517e-14,1.3251969e-14,,300.3178,19.095879999999998,19.049183,18.403692000000003,,,,14.818,14.012,11.312999999999999
2989,SDSS J14057+2606,211.4470833333333,26.107777777777766,AGN,1.103183e-13,2.060029e-14,2.1479075e-14,1.31397655e-14,1.4765804e-14,0.32038733,1231.184,18.33258,18.537912,17.966581,,,,14.38,13.144,10.390999999999998
2990,87GB 14041+2523,211.61041666666665,25.155555555555548,AGN,1.1479073999999996e-12,3.824777e-13,2.6377004000000004e-13,1.8968489999999998e-13,1.7413452e-13,0.033222385,58857.73,17.242998,17.363583,16.948578,15.317,15.234000000000002,14.734000000000002,13.565,12.370999999999999,9.551
2991,SDSS J14064+2502,211.61166666666665,25.04083333333333,AGN,1.7301871e-14,0.0,4.5028136e-15,6.788639000000001e-15,4.0719195e-15,,193.069,18.076557,18.269972,17.678421,,,,15.129000000000001,13.54,10.112
2992,SDSS J14067+5316,211.68041666666664,53.271944444444436,AGN,2.3658706e-14,1.5091723000000002e-15,9.462877e-15,5.765781999999999e-15,3.7794678e-15,,243.5978,19.468777,19.568388,19.282492,,,,,,
2993,SDSS J14067+2215,211.69625,22.251666666666665,AGN,7.642899e-14,3.1494047000000004e-14,1.6090771e-14,1.1116424999999999e-14,1.020646e-14,0.19522774,1044.833,19.34756,19.551351999999998,19.114376,,,,16.669,16.267,12.125
2994,SDSS J14070+1349,211.7575,13.8275,AGN,5.843378e-14,4.332709e-14,7.698586e-15,4.842686e-15,1.4321063e-15,,49.32241,18.062632,18.313072000000002,17.586954000000002,16.352,16.07,15.61,14.963,13.734000000000002,10.474
2995,SDSS J14072+5345,211.8225,53.75555555555553,AGN,3.4051934e-14,2.5644866000000003e-14,5.0008334000000014e-15,1.9189402e-15,4.66225e-16,,18.72822,18.902779000000002,19.119434,18.51026,,,,15.331,13.93,11.083
2996,CRSS 1407.3+2818,211.83083333333332,28.30388888888889,AGN,4.4038734000000016e-13,1.5662648e-13,9.3769996e-14,7.153307e-14,6.748361e-14,0.23003957,3639.559,19.032637,19.20182,18.708984,,,,14.859000000000002,13.505,10.437999999999999
2997,SDSS J14074+5225,211.8658333333333,52.42499999999999,AGN,5.1367083e-14,3.4619173000000005e-15,1.1515513e-14,9.320274000000001e-15,1.0771818e-14,,836.9008,18.969425,19.15515,18.637610000000002,,,,15.345999999999998,14.184000000000001,11.429
2998,CRSS 1407.6+2825,211.91,28.42083333333333,AGN,3.918489e-14,3.5104857000000004e-15,7.631482e-15,6.728928000000001e-15,8.599513e-15,0.23521255,284.6965,19.414920000000002,19.570529999999998,19.048635,,,,15.850999999999999,14.523,11.526
2999,CRSS 1407.7+2824,211.93875,28.409722222222207,AGN,7.146817e-14,3.0152916e-14,1.815328e-14,1.0844391000000001e-14,6.823673000000001e-15,0.28373128,162.1781,,,,,,,16.596,15.675999999999998,12.390999999999998
3000,CRSS 1407.7+2830,211.93916666666664,28.5075,AGN,8.8009244e-13,4.0786138e-13,1.5772194e-13,1.1281376e-13,1.1364817e-13,0.09140572,8250.75,18.331612,18.333945999999997,17.918644,17.102,15.960999999999999,15.530999999999999,14.045,12.992,10.488
3001,SDSS J14077+6454,211.94666666666663,64.90555555555554,AGN,8.1574186e-14,1.915874e-14,1.9142516e-14,1.4325502e-14,1.6372118999999995e-14,0.22631533,2137.323,17.336933,17.626998999999998,16.89111,15.972000000000001,15.675,15.064,14.345999999999998,13.575,10.122
3002,SDSS J14080+5351,212.0125,53.865,AGN,1.2326748000000001e-14,4.9404175e-15,6.20375e-16,1.7256564000000002e-15,1.7415026000000001e-15,,44.52103,19.336363000000002,19.990875,18.639238,,,,15.874,15.411,12.003
3003,SDSS J14083+6449,212.09916666666663,64.82444444444444,AGN,7.051569599999998e-14,8.908651e-15,1.5508376999999997e-14,1.4532646e-14,1.3690894e-14,0.09208512,1397.461,18.968252,19.159264,18.66077,,,,15.535,14.27,11.737
3004,SDSS J14084+0127,212.12041666666664,1.4561111111111107,AGN,6.737634e-14,4.1757887e-14,1.1473477e-14,1.0209136999999999e-14,3.9358385e-15,,20.81828,19.35192,19.533651000000003,18.93036,,,,15.716,14.202,11.117
3005,Q 1406.4+2673,212.17291666666665,26.495277777777765,AGN,1.4186589e-13,9.8569183e-14,1.934729e-14,9.908055e-15,8.141386999999997e-15,0.2013081,249.1955,19.396954,19.646065,18.953472,,,,16.405,15.543,11.717
3006,SBS 1407+556,212.19375,55.393055555555534,AGN,1.5013042000000001e-13,5.6148557000000007e-14,2.4002832e-14,2.1369313e-14,2.3653905e-14,,1168.552,17.091558,17.271832999999997,16.70451,16.332,15.783,15.142999999999999,14.296,12.92,9.421
3007,GB6 J14088+6505,212.20375,65.0911111111111,AGN,5.2119073e-13,2.2138254e-13,1.2221966e-13,8.178463e-14,5.739172e-14,0.15066336,2927.456,16.917412,17.055716,16.603057999999997,16.076,15.62,15.035,14.109000000000002,13.118,9.579
3008,PKS 1406-076,212.23541666666665,-7.874166666666666,AGN,6.999654000000002e-13,2.7887026999999997e-13,1.9341724e-13,1.0939508000000001e-13,7.488882999999998e-14,0.1006026,9062.044,18.888136,19.193756,18.241198,17.016,15.725,15.183,13.332,12.116,9.28
3009,SDSS J14090+5417,212.265,54.296111111111095,AGN,1.4014437e-13,3.108381e-14,3.3204982e-14,2.6827065e-14,2.3726216000000006e-14,0.17219053,1222.967,18.031746,18.260134,17.52945,16.444000000000003,15.860999999999999,15.831,14.575,13.152000000000001,10.014
3010,SDSS J14090+5410,212.2675,54.173055555555536,AGN,4.249719e-14,7.0583073e-15,1.289957e-14,7.919672e-15,7.960931500000003e-15,0.12798119,246.1456,18.406494,18.592531,18.011566000000002,,,,15.664000000000001,14.472999999999999,10.847999999999999
3011,SDSS J14093+6455,212.32833333333332,64.92249999999999,AGN,2.9536356000000003e-13,1.0769564e-13,6.1878684e-14,5.2770795999999994e-14,4.0861655e-14,,2819.2490000000007,18.867746,19.107239,18.485023,,,,14.609000000000002,13.581,11.024000000000001
