Name,RAJ2000,DEJ2000,Gal_l,Gal_b,Size,Signif,Pivot_E,Flux,F1,F2,F3,F4,F5,F6,F7,F8,PL_Index,LP_Index,LP_SigCurv,Var_Indx,ASSOC1,Class,HR1,HR2,HR3
4FGL J0522.9-3628 ,80.737,-36.4686,240.6185,-32.721592,0.0151,111.115234,419.9278,5.5193062e-11,2.4024935e-11,1.9764346e-11,1.4702234e-11,7.905119e-12,3.5065468e-12,1.794441e-12,1.0647095e-12,4.8708673e-17,2.447654,2.3649004,6.42781,735.7705,PKS 0521-36                 ,AGN,-0.4972866,-0.107872024,-0.44596758
4FGL J0622.9+3326 ,95.7296,33.4335,179.9402,9.151609,0.0137,54.322342,953.59784,2.98376e-11,4.219915e-12,6.0188595e-12,6.884667e-12,5.3482145e-12,4.4161883e-12,1.7899062e-12,1.2483638e-12,1.9748286e-13,2.2164881,2.1264298,5.6879797,2686.062,B2 0619+33                  ,BCU,-0.19587813,0.16451596,-0.055165034
4FGL J1045.1-5940 ,161.2774,-59.6822,287.60138,-0.6245656,0.0125,102.55706,2113.8413,1.8743375e-10,4.2075994e-13,3.2008497e-11,4.6089337e-11,3.7997758e-11,2.381478e-11,1.1289488e-11,5.9487714e-12,9.939251e-13,2.315239,2.3089826,12.319448,81.561424,Eta Carinae                 ,BIN,0.17397256,0.038649596,-0.033041093
4FGL J0050.7-0929 ,12.6753,-9.4936,122.3323,-72.364494,0.0144,82.381485,959.8714,3.652218e-11,3.867325e-12,4.51047e-12,6.053306e-12,6.434398e-12,6.115247e-12,5.6167926e-12,2.852583e-12,6.356566e-13,2.009811,1.919361,5.7357903,173.04103,PKS 0048-09                 ,BLL,-0.16107497,0.3877547,0.26462254
4FGL J0112.1+2245 ,18.0294,22.7515,129.14764,-39.870537,0.0108,140.41649,769.33295,7.881545e-11,1.1306193e-11,1.355593e-11,1.4542238e-11,1.4427206e-11,1.2434173e-11,9.649319e-12,4.631847e-12,5.497605e-13,2.074247,1.9903638,9.411692,475.1801,S2 0109+22                  ,BLL,-0.26189703,0.29867214,0.13020705
4FGL J0211.2+1051 ,32.8091,10.8569,152.58516,-47.36815,0.0126,103.4206,922.2179,6.044584e-11,6.787408e-12,1.0116824e-11,1.0805287e-11,1.0169873e-11,9.607647e-12,7.780783e-12,4.7296472e-12,8.795541e-13,2.0766418,2.0171418,5.4050865,577.5538,MG1 J021114+1051            ,BLL,-0.22010288,0.3700515,0.13688397
4FGL J0222.6+4302 ,35.6696,43.0357,140.14612,-16.765535,0.0081,182.31184,1245.5638,1.3673748e-10,1.0613813e-11,1.5065588e-11,1.9919922e-11,2.1922318e-11,2.3599614e-11,2.1817381e-11,1.842879e-11,7.162043e-12,1.9705373,1.8918941,7.8928633,1444.4158,3C 66A                      ,BLL,-0.12630624,0.4888002,0.31618723
4FGL J0238.6+1637 ,39.668,16.6179,156.7759,-39.10538,0.0104,135.10509,906.3076,9.17422e-11,1.23374765e-11,2.0789155e-11,2.0615844e-11,1.755364e-11,1.27249105e-11,7.096335e-12,2.8774641e-12,5.743594e-19,2.1863697,2.122619,12.093113,5872.72,PKS 0235+164                ,BLL,-0.23279142,0.12782033,-0.051156625
4FGL J0303.4-2407 ,45.8625,-24.1225,214.62746,-60.176105,0.0104,107.5438,973.00244,4.9725793e-11,3.7372063e-12,4.6887737e-12,6.3027686e-12,7.66777e-12,8.043699e-12,9.2670975e-12,8.3485024e-12,3.2765355e-12,1.9135509,1.8494388,4.066779,485.31583,PKS 0301-243                ,BLL,-0.14415422,0.5398473,0.3888513
4FGL J0532.0-4827 ,83.0022,-48.4607,255.02611,-32.804626,0.0127,77.55995,970.82666,3.066127e-11,6.1649865e-12,5.49347e-12,6.7516067e-12,5.9745078e-12,4.3640586e-12,3.0174426e-12,8.4061805e-13,2.836401e-15,2.1946979,2.084648,6.547447,3410.7285,PMN J0531-4827              ,BLL,-0.26653084,0.1583201,0.043393962
4FGL J0538.8-4405 ,84.7089,-44.0862,250.0831,-31.090376,0.0084,234.75085,642.80597,1.5744984e-10,2.354678e-11,3.0596373e-11,3.1986483e-11,2.9200954e-11,2.3269938e-11,1.541323e-11,7.713893e-12,4.6721784e-13,2.1216245,2.0297084,13.870855,10041.657,PKS 0537-441                ,BLL,-0.25724792,0.2274677,0.04063301
4FGL J0721.9+7120 ,110.4882,71.3405,143.98457,28.022398,0.0078,321.00238,1510.6252,2.2183941e-10,2.8108597e-11,3.5576708e-11,4.0921613e-11,3.994232e-11,3.609057e-11,2.5738824e-11,1.4283078e-11,3.2973535e-12,2.064255,2.0564187,17.163704,2863.5242,S5 0716+71                  ,BLL,-0.21761173,0.31166446,0.14177029
4FGL J0809.8+5218 ,122.4617,52.3143,166.24754,32.914417,0.0104,99.78922,1341.7186,4.241708e-11,4.0801165e-12,4.0299183e-12,4.727117e-12,5.7495614e-12,7.099599e-12,8.285689e-12,8.68793e-12,4.6982977e-12,1.8806382,1.8324074,2.4874337,343.8443,1ES 0806+524                ,BLL,-0.26352555,0.61441815,0.4140861
4FGL J0854.8+2006 ,133.7071,20.1159,206.80487,35.82642,0.0122,103.38406,710.9869,5.489181e-11,1.438474e-11,1.3259399e-11,1.16956445e-11,9.637718e-12,6.750776e-12,4.343932e-12,3.2317586e-12,2.805789e-13,2.209501,2.1581697,5.5514865,920.42065,OJ 287                      ,BLL,-0.4054037,0.19565652,-0.092423975
4FGL J0958.7+6534 ,149.6897,65.5678,145.74551,43.12773,0.0131,105.12339,674.472,4.160124e-11,8.400161e-12,9.3810775e-12,8.764081e-12,7.532954e-12,5.4107695e-12,3.2400653e-12,1.9349255e-12,3.9034683e-13,2.1988745,2.1254692,6.041721,2438.0686,S4 0954+65                  ,BLL,-0.3396892,0.16848911,-0.05713455
4FGL J1058.4+0133 ,164.624,1.5641,251.51395,52.772823,0.0133,97.24163,823.6461,5.7340514e-11,1.32186284e-11,1.4196628e-11,1.2748387e-11,9.816815e-12,7.0994053e-12,4.9713298e-12,2.0712037e-12,3.1172095e-13,2.2307928,2.173413,5.1204805,540.1709,4C +01.28                   ,BLL,-0.36517775,0.18052374,-0.10356748
4FGL J1058.6+5627 ,164.6652,56.4634,149.59544,54.43242,0.0121,95.44043,1101.8556,3.1344056e-11,3.3874004e-12,3.5900022e-12,4.2075492e-12,5.2007227e-12,5.3882294e-12,5.174018e-12,5.1412533e-12,6.481629e-13,1.942987,1.8555603,5.2229953,185.7362,TXS 1055+567                ,BLL,-0.24764106,0.50242376,0.3380833
4FGL J1104.4+3812 ,166.1187,38.207,179.83292,65.035706,0.0073,343.7692,1258.2577,4.1710654e-10,2.4843941e-11,2.6475766e-11,3.6813996e-11,4.9045934e-11,6.627194e-11,8.2210905e-11,9.880555e-11,8.012064e-11,1.7807834,1.7348354,4.552603,1618.0674,Mkn 421                     ,BLL,-0.16458756,0.66898245,0.51468354
4FGL J1217.9+3007 ,184.4762,30.1177,188.8493,82.06005,0.0096,145.88005,1248.4348,9.8367654e-11,3.6539734e-12,1.0364658e-11,1.2861252e-11,1.5766418e-11,1.6704504e-11,1.704126e-11,1.619537e-11,3.652531e-12,1.9331402,1.8669914,6.3914165,645.8201,B2 1215+30                  ,BLL,-0.043057453,0.52010334,0.36138248
4FGL J1427.0+2348 ,216.7558,23.8013,29.49318,68.20423,0.0085,163.71143,1254.4047,1.1522836e-10,5.9372915e-12,7.012335e-12,1.1602602e-11,1.6257579e-11,2.0813913e-11,2.5536222e-11,2.1009116e-11,9.1168245e-12,1.8168526,1.7068207,9.333421,370.87347,PKS 1424+240                ,BLL,-0.054863654,0.611141,0.5416319
4FGL J1555.7+1111 ,238.9313,11.1884,21.90802,43.961685,0.0079,120.440445,3802.2622,1.7987647e-10,3.125388e-13,5.928592e-12,1.01286314e-11,1.9137974e-11,3.187251e-11,4.7125748e-11,5.1240928e-11,2.2265986e-11,1.6814327,1.5691522,11.791061,168.59612,PG 1553+113                 ,BLL,0.2374806,0.743763,0.7187716
4FGL J1653.8+3945 ,253.4738,39.7595,63.59974,38.85433,0.008,173.43358,1507.9197,1.1963808e-10,5.501705e-12,7.5321555e-12,1.1076414e-11,1.4598848e-11,1.9150567e-11,2.330355e-11,3.01285e-11,2.9699354e-11,1.7904437,1.7514668,3.0957468,688.1423,Mkn 501                     ,BLL,-0.081187226,0.6650928,0.50811017
4FGL J2009.4-4849 ,302.3595,-48.8248,350.38138,-32.60257,0.0114,69.579865,1534.2146,3.1373147e-11,1.8651324e-12,2.3447906e-12,3.0402946e-12,4.5072717e-12,5.4561173e-12,5.362347e-12,6.8147107e-12,4.8123567e-12,1.8378776,1.7541323,3.5172403,160.51767,PKS 2005-489                ,BLL,-0.16132322,0.5928473,0.47997376
4FGL J2202.7+4216 ,330.6946,42.2821,92.600746,-10.444112,0.0087,239.12292,870.6099,2.588393e-10,4.6757133e-11,5.413512e-11,5.5137544e-11,4.6731476e-11,3.5062255e-11,2.307669e-11,1.1309111e-11,4.281208e-12,2.1770155,2.1187015,14.224444,4421.8706,BL Lac                      ,BLL,-0.2932434,0.19552997,-0.020557482
4FGL J2236.5-1433 ,339.1444,-14.5557,47.88109,-56.21569,0.0121,106.06301,676.67413,5.28497e-11,9.6204746e-12,1.0639011e-11,1.1485854e-11,1.03533545e-11,7.473197e-12,4.225222e-12,1.3811744e-12,3.1281724e-13,2.1579337,2.0453305,9.281006,1812.4861,PKS 2233-148                ,BLL,-0.27637544,0.11634214,-0.0016545232
4FGL J0017.5-0514 ,4.3949,-5.2347,101.209854,-66.667816,0.0474,23.899353,894.58203,9.933278e-12,3.4187447e-12,4.5143863e-12,2.749243e-12,1.3257146e-12,4.684761e-13,3.6080638e-13,6.9783686e-19,2.9305974e-16,2.5351584,2.5720809,3.520575,277.9689,PMN J0017-0512              ,FSRQ,-0.48527488,-0.23036283,-0.5423967
4FGL J0210.7-5101 ,32.6946,-51.0218,276.10577,-61.773746,0.0154,187.13287,557.7483,1.06441085e-10,2.9820073e-11,3.0135935e-11,2.6520027e-11,1.9513103e-11,1.0388245e-11,3.9459313e-12,8.3310393e-13,1.4167729e-13,2.3029833,2.2176058,14.821339,11604.488,PKS 0208-512                ,FSRQ,-0.38665026,-0.12531069,-0.25202063
4FGL J0221.1+3556 ,35.281,35.9359,142.60892,-23.48552,0.0107,126.65385,790.45264,8.007955e-11,1.9017357e-11,2.1786562e-11,1.87808e-11,1.32094075e-11,9.248547e-12,4.7087547e-12,2.6911787e-12,2.4516042e-13,2.2803261,2.2454233,7.6518683,3546.609,B2 0218+357                 ,FSRQ,-0.3696102,0.11518139,-0.19784212
4FGL J0237.8+2848 ,39.4737,28.8044,149.46959,-28.524496,0.0123,175.53574,511.63052,1.2323222e-10,3.363688e-11,3.3913816e-11,3.1255235e-11,2.1508099e-11,1.3132563e-11,6.4636512e-12,9.777989e-13,1.8916246e-13,2.2854118,2.1798167,15.585085,7505.5464,4C +28.07                   ,FSRQ,-0.36734092,-0.022196753,-0.22644186
4FGL J0403.9-3605 ,60.975,-36.087,237.74768,-48.48257,0.0137,143.03984,335.96643,6.767256e-11,2.8987139e-11,2.700955e-11,1.9068573e-11,8.854083e-12,2.6601145e-12,3.7511186e-13,1.6087613e-13,3.197033e-17,2.5280633,2.38066,14.374932,6801.102,PKS 0402-362                ,FSRQ,-0.49194682,-0.46953472,-0.5897935
4FGL J0423.3-0120 ,65.826,-1.3342,195.2881,-33.126907,0.0159,67.06077,630.8774,3.3588115e-11,1.0753543e-11,9.53622e-12,8.513865e-12,5.880069e-12,3.3273614e-12,1.5087361e-12,3.997144e-13,2.8309388e-18,2.346682,2.252544,6.4115133,1299.826,PKS 0420-01                 ,FSRQ,-0.40883383,-0.057958264,-0.2549487
4FGL J0457.0-2324 ,74.2608,-23.4149,223.71014,-34.899055,0.0089,235.50218,639.66003,1.8146283e-10,3.673832e-11,4.2492315e-11,4.2683627e-11,3.413261e-11,2.2450328e-11,1.2257337e-11,3.959356e-12,4.7864447e-13,2.1988046,2.1159453,18.667492,4184.4746,PKS 0454-234                ,FSRQ,-0.29977632,0.062286176,-0.106064595
4FGL J0530.9+1332 ,82.7364,13.5402,191.36122,-11.006541,0.0369,27.485989,749.2762,2.3009e-11,4.30285e-12,6.447705e-12,7.331553e-12,3.3789098e-12,9.452889e-13,2.1564863e-13,1.9897079e-13,2.3131775e-15,2.5888276,2.5418994,6.9879546,519.9032,PKS 0528+134                ,FSRQ,-0.18908206,-0.4260559,-0.50435925
4FGL J0532.6+0732 ,83.172,7.5493,196.84306,-13.728538,0.0149,79.58337,627.13135,5.626396e-11,1.6014377e-11,1.7528073e-11,1.4297804e-11,9.19369e-12,5.7418592e-12,2.346416e-12,2.787515e-13,1.408208e-20,2.3615088,2.2715657,7.970611,653.2348,OG 050                      ,FSRQ,-0.4022689,-0.047074575,-0.2961627
4FGL J0539.6+1432 ,84.9052,14.5443,191.60243,-8.687414,0.0564,15.063262,743.2293,9.446342e-12,4.4523937e-12,2.2688357e-12,2.6699034e-12,1.4342108e-12,6.777877e-13,1.1996273e-13,1.3132574e-13,1.4438194e-16,2.5551424,2.4274547,2.7886157,206.6351,TXS 0536+145                ,FSRQ,-0.43139908,-0.21374242,-0.37747747
4FGL J0641.7-0320 ,100.4371,-3.3466,214.81052,-3.6792285,0.0599,20.060354,539.5519,2.0890664e-11,8.9710435e-12,8.921941e-12,5.7764735e-12,2.8381364e-12,6.1994995e-13,1.001113e-15,1.3974428e-21,2.3984786e-21,2.6810358,2.5439718,5.5179396,375.4046,PMN J0641-0320              ,FSRQ,-0.5119049,-0.64097404,-0.61899084
4FGL J0654.4+4514 ,103.606,45.2446,171.2068,19.388205,0.0202,37.318882,903.6424,1.3017993e-11,2.6655507e-12,2.9556572e-12,3.0644664e-12,2.3061817e-12,1.6446314e-12,7.754476e-13,6.6615664e-13,4.2518148e-19,2.274746,2.1829197,2.9626825,780.6762,B3 0650+453                 ,FSRQ,-0.29436305,0.14465755,-0.12039984
4FGL J0725.2+1425 ,111.324,14.4212,203.64494,13.9123745,0.0141,76.43067,588.163,3.8654205e-11,9.826914e-12,1.06601655e-11,9.205692e-12,6.772949e-12,4.2714664e-12,2.6254584e-12,3.659882e-13,5.3703305e-19,2.28147,2.1870177,6.8363557,2349.627,4C +14.23                   ,FSRQ,-0.37993717,0.034908015,-0.18475766
4FGL J0830.8+2410 ,127.7015,24.1727,200.02821,31.85926,0.0278,41.11254,611.13696,1.521463e-11,3.752173e-12,5.6584824e-12,4.368222e-12,2.5223077e-12,8.233991e-13,1.6397402e-13,2.2737066e-17,4.6945767e-18,2.491798,2.3727007,7.022689,1544.9812,S3 0827+24                  ,FSRQ,-0.36595386,-0.43733376,-0.4814449
4FGL J0841.3+7053 ,130.3418,70.8887,143.54924,34.42446,0.0203,75.08834,375.479,4.230333e-11,2.7177233e-11,2.235109e-11,1.14966535e-11,2.8078872e-12,2.9864536e-13,2.3197713e-14,2.5205693e-18,4.241985e-18,2.8123,2.755881,15.779123,4173.7544,4C +71.07                   ,FSRQ,-0.62321484,-0.7943303,-0.83072233
4FGL J1033.9+6050 ,158.4849,60.8493,147.77829,49.116497,0.012,101.421295,1208.0798,4.5904273e-11,1.0677255e-11,8.918157e-12,1.0635903e-11,9.456931e-12,6.0478428e-12,3.7148613e-12,7.9830034e-13,1.1443274e-13,2.2127736,2.1634984,10.976331,953.4672,S4 1030+61                  ,FSRQ,-0.2963652,0.055154216,-0.008625043
4FGL J1048.4+7143 ,162.1067,71.7297,135.4455,42.281536,0.0111,186.26376,721.68164,1.0697046e-10,2.924414e-11,2.8198695e-11,2.61963e-11,1.9414604e-11,1.2257401e-11,5.666513e-12,1.68496e-12,2.5491358e-14,2.2839801,2.203667,14.034704,11508.978,S5 1044+71                  ,FSRQ,-0.3735875,0.0049782866,-0.18593508
4FGL J1153.4+4931 ,178.3505,49.5169,145.55359,64.98464,0.0244,45.434937,618.76276,1.3815368e-11,7.444123e-12,4.430453e-12,3.2122482e-12,2.1258607e-12,1.4035595e-12,3.2930535e-13,3.0111354e-13,9.373639e-19,2.4066303,2.3572402,2.4612422,1256.5314,4C +49.22                   ,FSRQ,-0.5741651,-0.022087956,-0.32900053
4FGL J1224.9+2122 ,186.2277,21.3814,255.06793,81.66161,0.0089,212.86299,410.37454,1.640824e-10,5.6650726e-11,5.031394e-11,3.8790443e-11,2.6196885e-11,1.5007925e-11,7.699896e-12,4.1056694e-12,8.373766e-13,2.3360982,2.2710254,8.844275,25039.39,4C +21.35                   ,FSRQ,-0.46773127,0.011631801,-0.29128283
4FGL J1229.0+0202 ,187.2675,2.0454,289.93054,64.35104,0.0146,128.68446,323.07904,1.0182396e-10,7.073668e-11,4.9119823e-11,2.5724645e-11,1.0089492e-11,2.918612e-12,7.5809487e-13,1.3360165e-13,9.107979e-19,2.6952662,2.6132238,9.131721,7997.602,3C 273                      ,FSRQ,-0.64659375,-0.45174628,-0.689288
4FGL J1256.1-0547 ,194.0415,-5.7887,305.09515,57.063187,0.0088,302.45438,954.1499,4.273501e-10,1.196699e-10,1.2234534e-10,1.0550147e-10,7.494017e-11,4.6094923e-11,1.8970246e-11,5.735873e-12,9.584669e-13,2.2891772,2.2989004,23.617184,29785.236,3C 279                      ,FSRQ,-0.3928265,-0.028400548,-0.2387956
4FGL J1418.4+3543 ,214.6229,35.7192,63.21207,69.599205,0.015,62.073505,819.44904,1.9507805e-11,3.702736e-12,4.021251e-12,3.8327583e-12,3.3402142e-12,2.9203398e-12,2.3450456e-12,7.141469e-13,1.0640168e-17,2.1400502,2.0651817,3.605642,1735.1504,87GB 141615.9+355650        ,FSRQ,-0.33670628,0.28319633,0.045662686
4FGL J1427.9-4206 ,216.9866,-42.106,321.44855,17.269459,0.0079,297.35852,1367.4917,3.4897915e-10,6.741717e-11,7.897492e-11,8.14269e-11,6.670931e-11,4.7195844e-11,2.4527802e-11,5.5454404e-12,2.231241e-13,2.2033215,2.2236695,27.086725,15236.898,PKS 1424-41                 ,FSRQ,-0.28516144,0.07334277,-0.07351507
4FGL J1457.4-3539 ,224.3657,-35.6527,329.8974,20.535393,0.0161,64.8815,719.12274,3.0623625e-11,6.433829e-12,8.3769155e-12,8.29171e-12,6.0087213e-12,3.2623377e-12,8.45443e-13,2.1848135e-13,9.760084e-18,2.3435314,2.1986632,10.229123,2974.3303,PKS 1454-354                ,FSRQ,-0.2821793,-0.16279264,-0.24461797
4FGL J1504.4+1029 ,226.1033,10.4978,11.38644,54.583187,0.0092,242.30598,518.219,1.9165454e-10,4.541459e-11,4.9257418e-11,4.7657187e-11,3.60287e-11,2.2118507e-11,9.4416185e-12,1.8150214e-12,5.1347873e-18,2.246488,2.1219308,21.339905,13923.587,PKS 1502+106                ,FSRQ,-0.3303245,-0.038233534,-0.17826849
4FGL J1512.8-0906 ,228.2147,-9.1064,351.28754,40.13122,0.0082,245.81413,881.08905,4.0483758e-10,1.3920232e-10,1.3220587e-10,9.970862e-11,6.32292e-11,3.42762e-11,1.6905647e-11,7.578453e-12,1.5601257e-12,2.3738954,2.3833883,13.886157,7448.42,PKS 1510-089                ,FSRQ,-0.46265638,-0.03663348,-0.33928612
4FGL J1626.0-2950 ,246.515,-29.8486,348.8178,13.327998,0.0232,46.291424,628.5262,3.4812174e-11,1.1899093e-11,1.32683725e-11,9.816323e-12,5.1732607e-12,1.9412486e-12,6.298258e-13,3.370582e-13,1.791421e-17,2.5310512,2.4330432,7.396998,567.45734,PKS B1622-297               ,FSRQ,-0.4388073,-0.2802893,-0.49759465
4FGL J1635.2+3808 ,248.8168,38.1401,61.093193,42.335022,0.0101,173.1009,576.53674,1.4737636e-10,3.8970452e-11,4.9043155e-11,4.07212e-11,2.4594162e-11,1.05993235e-11,2.572999e-12,1.0934767e-13,1.3928527e-13,2.4059699,2.3376691,23.251656,8472.668,4C +38.41                   ,FSRQ,-0.367363,-0.2986731,-0.4077278
4FGL J1640.4+3945 ,250.119,39.7626,63.35356,41.4262,0.0201,38.581734,1455.612,2.4249495e-11,2.1318954e-11,1.0583228e-11,4.794636e-12,3.4027527e-12,1.9812173e-12,9.898391e-13,1.3085866e-13,8.2288565e-15,2.4605305,2.437532,1.048944,437.65234,NRAO 512                    ,FSRQ,-0.73868924,-0.04624951,-0.4139477
4FGL J1642.9+3948 ,250.7341,39.8164,63.462414,40.95761,0.0201,51.09416,1244.3423,2.8847535e-11,9.340223e-13,8.023348e-12,7.397016e-12,4.604603e-12,2.3426018e-12,1.3906328e-12,8.9924867e-13,3.9346557e-14,2.411705,2.3979084,3.4034612,236.88344,3C 345                      ,FSRQ,-0.09540889,0.003018284,-0.29810867
4FGL J1733.0-1305 ,263.2632,-13.0858,12.028642,10.8070965,0.0135,66.46404,863.82806,5.6032578e-11,1.2203296e-11,1.5910303e-11,1.4440955e-11,1.0407219e-11,6.3023137e-12,2.1758355e-12,4.2667565e-13,8.381142e-17,2.3618157,2.2523005,9.658717,1106.7451,PKS 1730-13                 ,FSRQ,-0.3212968,-0.07779573,-0.23287317
4FGL J1833.6-2103 ,278.4101,-21.0574,12.166444,-5.7048087,0.0101,199.59148,629.90094,3.49664e-10,1.2409053e-10,1.2404841e-10,9.538156e-11,5.5126664e-11,2.3837812e-11,6.6025306e-12,1.6989645e-13,2.8780025e-18,2.48788,2.3814874,23.081232,39822.453,PKS 1830-211                ,FSRQ,-0.444682,-0.2859495,-0.4388993
4FGL J1848.4+3217 ,282.105,32.295,62.030582,14.686421,0.021,34.262737,1160.5457,1.893384e-11,1.16388765e-11,3.7801416e-12,4.907093e-12,4.2797376e-12,1.8556484e-12,7.750555e-13,4.1200514e-18,9.264961e-20,2.4087,2.3062162,6.1419344,649.74146,B2 1846+32A                 ,FSRQ,-0.51716363,-0.23862854,-0.11391396
4FGL J1849.2+6705 ,282.3192,67.0909,97.487175,25.04211,0.0117,80.8837,907.976,3.8100495e-11,1.06022205e-11,9.79949e-12,9.48088e-12,7.1911192e-12,4.1003507e-12,1.988875e-12,6.152801e-13,6.3563656e-21,2.3023942,2.2414339,8.956835,2199.98,S4 1849+67                  ,FSRQ,-0.36545798,-0.03501918,-0.1842719
4FGL J2015.5+3710 ,303.8924,37.176,74.87052,1.2048105,0.0199,25.041601,2481.588,7.0408304e-11,2.0628587e-11,1.3789078e-13,1.4005114e-11,1.37545e-11,6.201375e-12,2.0193304e-12,3.2900614e-13,1.8697685e-16,2.488022,2.6350434,8.519873,171.03093,MG2 J201534+3710            ,FSRQ,-0.19445081,-0.23335452,0.21684909
4FGL J2126.3-4605 ,321.5948,-46.0978,353.58865,-45.61936,0.0383,27.104628,606.5375,1.0965853e-11,4.2606504e-12,4.203011e-12,2.8407578e-12,1.3175921e-12,8.8162713e-13,1.9333519e-13,1.9186357e-15,1.8319938e-16,2.530512,2.4990194,2.0293813,602.94507,PKS 2123-463                ,FSRQ,-0.4974076,-0.10052781,-0.49290538
4FGL J2147.1+0931 ,326.7829,9.5181,65.80804,-32.24096,0.0293,42.21163,429.47833,2.2464386e-11,8.349321e-12,8.532195e-12,5.9374172e-12,3.110359e-12,1.1665086e-12,5.1333455e-13,1.294843e-13,3.656157e-18,2.5186403,2.415299,5.1034265,670.74304,PKS 2144+092                ,FSRQ,-0.47960606,-0.26445416,-0.5025703
4FGL J2147.3-7536 ,326.8268,-75.6024,315.80112,-36.533775,0.0133,80.58302,799.3976,4.587039e-11,1.2374632e-11,1.6267064e-11,1.1320212e-11,7.335035e-12,3.7535413e-12,1.256795e-12,3.0484588e-13,1.880605e-13,2.4223068,2.405018,7.318954,3458.676,PKS 2142-75                 ,FSRQ,-0.43344986,-0.15966944,-0.3816903
4FGL J2229.7-0832 ,337.4258,-8.5447,55.234726,-51.707024,0.0212,63.715424,342.15778,3.7196496e-11,1.7586129e-11,1.6167194e-11,9.838555e-12,4.6203145e-12,1.5383155e-12,2.95795e-13,5.2136223e-14,3.840773e-18,2.5834174,2.4672697,7.3845463,1000.52563,PKS 2227-08                 ,FSRQ,-0.54860604,-0.42020166,-0.6023173
4FGL J2232.6+1143 ,338.1525,11.7306,77.438484,-38.583153,0.0097,345.9485,1082.416,4.1971154e-10,1.1860637e-10,1.198673e-10,1.0608431e-10,7.5534315e-11,4.579893e-11,1.6776046e-11,2.6695267e-12,8.272505e-19,2.289261,2.3226972,28.942823,84340.76,CTA 102                     ,FSRQ,-0.38422957,-0.07309204,-0.24128467
4FGL J2253.9+1609 ,343.4963,16.1506,86.11852,-38.18486,0.0074,454.9054,891.9072,8.440041e-10,2.8528913e-10,2.8394193e-10,2.2560845e-10,1.428182e-10,6.493134e-11,1.7131477e-11,2.8625438e-12,1.4159395e-17,2.3908482,2.4260006,42.664227,77426.66,3C 454.3                    ,FSRQ,-0.43231696,-0.2542019,-0.3876051
4FGL J2311.0+3425 ,347.7682,34.4223,100.413605,-24.023064,0.015,84.83115,536.1874,3.9255498e-11,8.936546e-12,1.193213e-11,1.0152305e-11,6.6995185e-12,3.6973922e-12,1.0367681e-12,3.0283054e-13,7.495604e-17,2.3611176,2.2552712,8.350162,2396.9778,B2 2308+34                  ,FSRQ,-0.34545556,-0.14165436,-0.3177612
4FGL J2329.3-4955 ,352.3294,-49.9324,331.9932,-62.307026,0.0096,177.39091,528.499,1.0063834e-10,2.2147943e-11,2.8089161e-11,2.6128048e-11,1.8692211e-11,1.04902545e-11,3.9488838e-12,1.3915277e-13,2.0318352e-17,2.2793596,2.1667185,18.332458,16384.979,PKS 2326-502                ,FSRQ,-0.31570756,-0.12365067,-0.24139906
4FGL J2345.2-1555 ,356.303,-15.9182,65.67626,-70.98556,0.0105,127.22181,874.1344,7.6424055e-11,1.3605445e-11,1.38044055e-11,1.7077987e-11,1.5680913e-11,1.1823185e-11,5.728691e-12,2.3864149e-12,1.9223328e-18,2.1590528,2.0412886,12.54008,3702.563,PMN J2345-1555              ,FSRQ,-0.23224019,0.11952478,0.036658976
4FGL J0058.0-7245e,14.5,-72.75,302.25146,-44.36958,,34.192863,811.36523,2.6762625e-11,7.0602633e-13,5.6333887e-12,6.3640725e-12,5.3655127e-12,3.6141977e-12,2.1278315e-12,1.880811e-16,3.22503e-13,2.1974804,2.1112523,6.092444,18.01069,SMC                         ,GAL,0.0019409956,0.033913735,-0.038516298
4FGL J0519.9-6845e,80.0,-68.75,279.35507,-33.386795,,48.54409,1209.5294,1.08701444e-10,1.8128788e-11,1.7927734e-11,2.8349758e-11,2.3883971e-11,1.4321116e-11,5.351052e-12,4.7288237e-12,7.5837454e-13,2.1903245,2.1987627,15.429611,9.090102,LMC                         ,GAL,-0.11965858,0.0107077,-0.03029325
4FGL J1745.6-2859 ,266.4147,-28.997,359.9525,-0.038937435,0.0103,53.478783,6499.68,3.584256e-10,3.7633847e-11,8.0343725e-11,8.431202e-11,8.379342e-11,5.0526427e-11,2.0597588e-11,1.1426435e-11,3.252226e-12,2.315053,2.601331,12.224694,4.0744643,Galactic Center             ,GC,-0.16642255,-0.0074722725,-0.030472882
4FGL J0240.5+6113 ,40.1426,61.2287,135.68022,1.0876453,0.0088,249.81207,1260.666,4.6193271e-10,1.10016204e-10,1.2914919e-10,1.2609969e-10,8.95219e-11,4.2543333e-11,1.0510104e-11,3.4378873e-12,2.216197e-12,2.3823895,2.4119449,30.805262,307.58148,LSI +61 303                 ,HMB,-0.30954427,-0.2262163,-0.28322446
4FGL J0535.2-6736 ,83.8065,-67.6013,277.75247,-32.160187,0.0729,18.677908,739.23773,8.9542835e-12,6.741543e-12,4.8432265e-12,2.5848505e-12,1.5332705e-12,2.7291299e-13,5.8570295e-14,2.7535074e-17,1.5629964e-15,2.6134136,2.559035,5.703785,7.400458,LMC P3                      ,HMB,-0.635156,-0.6444507,-0.59866834
