,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,remove_code,sep,name,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,significance_max,flux_aper90_ave_b,flux_aper90_ave_h,flux_aper90_ave_m,flux_aper90_ave_s,e_flux_aper90_ave_b,e_flux_aper90_ave_h,e_flux_aper90_ave_m,e_flux_aper90_ave_s,flux_flag,ks_intra_prob_b,kp_intra_prob_b,var_inter_prob_b,kp_prob_b_max,var_inter_prob,dof,chisqr,EDR3Name_gaia,Plx_gaia,e_Plx_gaia,X_PU_gaia,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,_r_gaia,X_PU_2mass,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,_r_2mass,X_PU_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,pmRA_catwise,pmDE_catwise,_r_catwise,X_PU_unwise,e_FW1_unwise,e_FW2_unwise,_r_unwise,W1mag_allwise,W2mag_allwise,W3mag_allwise,W4mag_allwise,e_W1mag_allwise,e_W2mag_allwise,e_W3mag_allwise,X_PU_allwise,e_W4mag_allwise,_r_allwise,X_PU_gaiadist,rgeo,rpgeo,_r_gaiadist,b_rgeo,B_rgeo,b_rpgeo,B_rpgeo,Flag_gaiadist,main_id,main_type,_r_simbad,W1mag_unwise,W2mag_unwise,e_W1mag_unwise,e_W2mag_unwise,pm_gaia,W1mag_comb,e_W1mag_comb,W2mag_comb,e_W2mag_comb,CSC_flags
0,SDSS J00001+1356,0.039167,13.938333,,AGN,Q,2010A&A...518A..10V,0,0.604358,2CXO J000009.3+135618,0.039125,13.93849444,0.79,0.77,64.2,1.95,1.95,4.15e-15,1.99e-15,4.84e-16,1.67e-15,1.92e-15,1.5e-15,4.84e-16,1.1e-15,0,0.47,0.923,,0.923,,0,,Gaia EDR3 2767427649937817728,,,0.7900006782073545,18.49385,0.003158,18.774363,0.017497,18.01724,0.014972,0.2,-0.2,0.196,-0.008,0.121,0.172678543,0.7900006173061133,,,,,,,,0.7961547684615348,15.594,0.02,14.668,0.021,-0.01588,0.01325,0.390732829,0.8215541524111725,7.8114,30.325,0.452,15.489,14.605,10.847,8.827,0.045,0.059,0.123,0.8187343741067918,0.462,0.442,0.7900006782073545,5341.84473,6771.80908,0.173,3365.31104,12734.5479,5695.6582,8208.14746,10033.0,SDSS J000009.38+135618.4,QSO,0.134837,15.583785818688474,14.656087539843218,-0.0145736228023844,-0.0247035942446655,,15.594,0.02,14.668,0.021,
1,PB 5698,0.627917,0.833056,,AGN,Q,2010A&A...518A..10V,0,0.211831,2CXO J000230.7+004959,0.627958333,0.833072222,0.72,0.72,64.9,11.07,11.07,1.43e-13,5.74e-14,2.87e-14,5.68e-14,1.66e-14,1.41e-14,5.29e-15,6.91e-15,0,0.316,0.318,,0.318,,0,,Gaia EDR3 2738349136498974336,,,0.7200003431293349,17.834246,0.003417,18.13322,0.013295,17.337488,0.011436,0.202,0.185,0.204,-0.08,0.1,0.124220206,0.8141255638344247,16.86,16.21,15.532,0.15,,,0.27,0.7222215682799289,14.459,0.015,13.136,0.011,-0.00674,-0.00103,0.114696926,0.723541763610588,10.388,40.502,0.161,14.497,13.178,10.245,7.915,0.03,0.031,0.086,0.7298334013243845,0.235,0.072,0.7200003431293349,2676.2002,4197.05273,0.124,1935.71948,4579.77588,3410.53809,5053.73486,10033.0,QSO B2359+005,QSO,0.08965,14.450252185287068,13.126988822725936,-0.0068227135049467,-0.0080685653043272,,14.459,0.015,13.136,0.011,
2,3C   2.0,1.594167,-0.073611,,AGN,Q,2010A&A...518A..10V,0,0.58328,2CXO J000622.6-000424,1.594333333,-0.073572222,0.78,0.76,40.5,25.42,25.42,6.75e-13,4.04e-13,1.17e-13,1.54e-13,3.07e-14,2.71e-14,7.65e-15,1.22e-14,0,0.488,0.588,0.598,0.076,,0,,Gaia EDR3 2545889285438774528,,,0.7800037451998805,20.041252,0.010339,20.15889,0.065097,19.426401,0.065348,0.034,0.003,0.835,-0.034,0.592,0.653216126,0.7800029080291945,,,,,,,,0.7859618925456883,15.335,0.02,14.33,0.019,0.01455,0.00648,0.73357094,0.8008412992185155,9.0301,34.457,0.76,15.299,14.245,11.165,8.398,0.041,0.049,0.165,0.8028577561025365,,0.739,0.7800037451998805,1963.5354,11836.8857,0.653,1240.3252,2742.6394,9928.94727,14323.5811,10023.0,4C -00.01,QSO,0.63518,15.290072928579724,14.280816541574069,-0.0128542295472662,-0.0198668219464451,,15.335,0.02,14.33,0.019,extent
3,SDSS J00069-0017,1.747083,-0.294444,,AGN,Q,2010A&A...518A..10V,0,0.789596,2CXO J000659.2-001740,1.747041667,-0.294661111,0.84,0.79,109.8,4.11,4.11,3.06e-14,1.37e-14,6.21e-15,1.07e-14,8.9e-15,7.63e-15,2.77e-15,3.66e-15,0,0.309,0.618,,0.618,,0,,Gaia EDR3 2545776959158460800,,,0.840004611192629,19.23924,0.005979,19.316618,0.041708,18.867884,0.049247,0.389,0.358,0.387,0.153,0.354,0.118463502,0.8400043719343846,,,,,,,,0.8680831439838467,16.549,0.037,15.65,0.057,0.07872,-0.08177,0.00656505,1.0416637388662813,8.2485,32.851,0.309,,,,,,,,0.8582033470389637,,5.364,0.840004611192629,3304.13647,3908.68726,0.118,2272.69238,5593.99512,3113.78271,5125.26807,10022.0,2SLAQ J000659.28-001740.8,QSO,0.11655,16.488542067147048,15.621306199502584,-0.0354092008735862,-0.0651021593854551,,16.549,0.037,15.65,0.057,
4,2MASS J00070+1554,1.765,15.906389,,AGN,A,2010A&A...518A..10V,0,0.669382,2CXO J000703.6+155423,1.765,15.906575,0.72,0.72,25.4,8.63,8.63,5.56e-13,5.35e-13,1.59e-14,4.66e-15,7.03e-14,7e-14,5.63e-15,2.82e-15,0,0.047,0.135,,0.135,,0,,Gaia EDR3 2769535856108234880,,,0.7200014166421896,18.496683,0.008164,18.357317,0.030187,16.73377,0.012921,0.583,0.58,0.217,-0.055,0.243,0.173946626,0.7334861133815145,15.264,14.278,13.165,0.053,0.05,0.039,0.217,0.7214820292450256,11.743,0.012,10.71,0.008,0.01632,0.0149,0.191815297,0.7200853272519306,24.343,80.554,0.201,11.61,10.588,7.682,5.208,0.023,0.021,0.018,0.7230382552282555,0.039,0.196,0.7200014166421896,3715.78882,1679.33557,0.174,1964.88049,5149.33105,1491.05286,1897.44373,10033.0,2MASS J00070361+1554238,Seyfert_1,0.146149,11.722829738807194,10.673927745196158,-0.0012966725424337,-0.0016756469822413,,11.743,0.012,10.71,0.008,
5,SDSS J00089+1550,2.236667,15.845833,,AGN,Q,2010A&A...518A..10V,0,0.751266,2CXO J000856.7+155045,2.236666667,15.84604167,0.9,0.76,75.1,4.89,4.89,3.67e-14,1.07e-14,1.16e-14,1.44e-14,9.37e-15,7.36e-15,4.01e-15,4.19e-15,0,0.179,0.103,,0.103,,0,,Gaia EDR3 2769540666471561472,,,0.9000019920762398,19.090563,0.006976,19.351732,0.042518,18.648952,0.031748,0.363,-0.353,0.325,0.086,0.323,0.024324988,0.9000018354315729,,,,,,,,0.905300029702971,15.616,0.022,14.293,0.019,0.01124,-0.03901,0.044986782,0.9150018053425906,8.2332,32.368,0.174,15.431,14.22,11.255,8.431,0.043,0.048,0.196,0.921139372614264,,0.02,0.9000019920762398,1440.69666,8015.11523,0.024,1054.01428,2005.5603,2295.58594,10340.4707,10123.0,[VV2006] J000856.8+155045,QSO,0.023552,15.562869030403068,14.24894349378452,-0.0150674790921749,-0.0181224780711691,,15.616,0.022,14.293,0.019,
6,Q 0010-002B,3.275833,0.075556,,AGN,Q,2010A&A...518A..10V,0,0.595434,2CXO J001306.1+000431,3.275666667,0.075513889,0.75,0.74,111.0,3.65,3.65,2.27e-14,1.41e-14,3.55e-15,5.07e-15,8.99e-15,8.54e-15,1.77e-15,2.15e-15,0,0.575,0.247,,0.247,,0,,Gaia EDR3 2545465385051233664,,,0.750000182888751,18.45336,0.003627,18.64313,0.016603,18.037374,0.024877,0.314,-0.245,0.176,-0.196,0.147,0.156734603,0.9859514170721598,17.338,16.245,15.884,0.222,0.196,0.261,0.854,0.7565321122243258,15.459,0.021,14.287,0.02,0.00552,0.0065,0.227179765,0.7703740629243693,8.9458,34.492,0.168,15.342,14.236,11.023,8.351,0.04,0.05,0.15,0.7738894215755892,0.334,0.229,0.750000182888751,3690.96924,7121.09375,0.157,2779.38208,4912.48145,5589.93066,8917.57031,10021.0,LBQS 0010-0012,QSO,0.179344,15.404620086082623,14.250063849063745,-0.0141511436280163,-0.0193316194375993,,15.459,0.021,14.287,0.02,
7,CXOMP J00186+1634,4.655833,16.579444,,AGN,Q,2010A&A...518A..10V,0,0.773615,2CXO J001837.3+163446,4.655625,16.57944722,0.82,0.78,28.1,9.54,9.54,1.45e-14,6.16e-15,3.17e-15,5.16e-15,1.93e-15,1.63e-15,5.81e-16,8.57e-16,0,0.729,0.52,,0.52,,0,,Gaia EDR3 2793520396598023424,,,0.8200009375946102,19.88511,0.009616,20.102427,0.100564,19.326174,0.063965,0.525,0.5,0.526,0.161,0.415,0.591520078,0.82000061726867,,,,,,,,0.842729121557455,,,,,,,0.89749028,1.032245131895036,8.1283,32.002,0.843,16.328,15.805,11.999,8.784,0.072,0.167,,0.9281444135052476,,0.748,0.8200009375946102,2373.55591,10054.0635,0.592,1569.56006,3513.23413,8172.8833,11731.8936,10033.0,[VV2006] J001837.4+163446,QSO,0.422553,16.401742475684127,15.680165287694576,-0.0322122480313008,-0.0669526168195422,,16.401742475684127,-0.0322122480313008,15.680165287694576,-0.0669526168195422,
8,CXOMP J00189+1629,4.72875,16.497778,,AGN,Q,2010A&A...518A..10V,0,0.394198,2CXO J001854.8+162952,4.728666667,16.49785278,0.98,0.8,67.7,6.55,6.55,8.33e-15,4.8e-15,1.48e-15,2.05e-15,1.51e-15,1.36e-15,4.04e-16,5.19e-16,0,0.502,0.565,,0.565,,0,,,,,0.98,,,,,,,,,,,,,0.98,,,,,,,,1.1314049496091132,17.656,0.094,17.012,0.16,-0.00584,-0.03685,0.539653284,1.2774898238342252,7.4741,0.0,0.856,,,,,,,,0.98,,,0.98,,,,,,,,,[VV2006] J001854.9+162952,QSO,0.469989,17.63267327005309,,-0.0920348973368272,,,17.656,0.094,17.012,0.16,
9,3C   9.0,5.105,15.681667,,AGN,Q,2010A&A...518A..10V,0,0.668274,2CXO J002025.2+154054,5.105083333,15.68183333,0.71,0.71,113.0,23.67,23.67,2.69e-13,1.78e-13,4.39e-14,4.67e-14,1.52e-14,1.45e-14,3.43e-15,3.08e-15,0,0.707,0.73,,0.73,,0,,Gaia EDR3 2792568082089075584,,,0.7100003712132269,17.785807,0.00384,18.068989,0.019501,17.225727,0.011468,0.124,-0.111,0.122,-0.055,0.106,0.178882502,0.7494668018283932,16.169,15.637,14.734,0.078,0.118,0.097,0.251,0.7119460984111649,14.093,0.014,13.095,0.011,0.01657,-0.01139,0.202389155,0.7130613487231516,11.251,41.433,0.228,14.019,13.004,10.162,8.505,0.028,0.03,0.073,0.7181674505593246,0.389,0.209,0.7100003712132269,8648.11133,5832.54199,0.179,5833.57129,13084.8281,5023.86963,7141.82812,10033.0,2C   26,BLLac,0.167763,14.08157827999452,13.080410165580572,-0.0052619504801782,-0.0079074192602818,,14.093,0.014,13.095,0.011,conf
10,QSO J0020+287,5.157917,28.708889,,AGN,Q,2010A&A...518A..10V,0,0.448078,2CXO J002037.9+284231,5.158,28.70879722,0.72,0.72,125.9,10.89,10.89,2.16e-13,1.2e-13,4.16e-14,5.52e-14,2.24e-14,1.95e-14,6.2e-15,9.24e-15,0,0.7,0.268,,0.268,,0,,Gaia EDR3 2857312549413516160,,,0.720001357975136,19.383894,0.007923,19.449568,0.042857,18.81494,0.045002,0.433,0.393,0.311,0.182,0.269,0.385411585,0.7200012031331614,,,,,,,,0.726613083087003,15.078,0.02,14.267,0.019,0.00513,0.0188,0.428466327,0.7374564275353493,8.7078,31.763,0.439,15.088,14.202,11.166,8.606,0.037,0.043,0.132,0.738487218923388,0.348,0.484,0.720001357975136,3832.36108,10683.2578,0.385,2307.30322,5549.8667,9284.86914,12404.2744,10023.0,QSO J0020+287,Seyfert_1,0.381365,15.076124347441326,14.244919760193095,-0.0101784700856887,-0.0177179608876554,,15.078,0.02,14.267,0.019,
11,Q 0019+0022A,5.420833,0.644722,,AGN,A,2010A&A...518A..10V,0,0.598681,2CXO J002140.9+003841,5.420833333,0.644888889,0.86,0.8,3.1,11.0,11.0,5.45e-13,3.28e-13,9.96e-14,1.18e-13,6.22e-14,5.64e-14,1.57e-14,2.12e-14,0,0.829,0.817,1.0,0.505,,0,,Gaia EDR3 2546871733438622720,,,0.8600189812828318,19.83918,0.008999,19.25484,0.036614,17.936893,0.023503,0.764,-0.698,0.683,0.311,0.543,0.244357304,0.8928782031450426,16.512,15.653,14.651,0.101,0.134,0.09,0.26,0.8621930907004068,13.954,0.015,13.254,0.013,0.00144,-0.01101,0.42791282,0.8629853623622593,11.435,38.791,0.362,13.998,13.337,10.366,8.204,0.027,0.032,0.082,0.8672289465023177,0.256,0.328,0.8600189812828318,2484.17627,3920.62891,0.244,1577.04944,3856.12744,3353.67944,4708.74121,10033.0,LBQS 0019+0022A,QSO,0.292021,13.99176645389812,13.220531560580328,-0.0049234220967637,-0.0084230217028864,,13.954,0.015,13.254,0.013,extent|conf
12,Q 0019-0000,5.541667,0.274722,,AGN,Q,2010A&A...518A..10V,0,0.611178,2CXO J002209.9+001629,5.5415,0.274791667,0.96,0.77,68.0,15.77,15.77,5.63e-14,2.54e-14,8.4e-15,2.26e-14,4.03e-15,3.23e-15,9.56e-16,2.22e-15,0,0.992,0.959,,0.959,,0,,Gaia EDR3 2546805792804731136,,,0.9600001528088212,18.180544,0.00406,18.29921,0.015365,17.854193,0.019325,0.321,0.284,0.172,-0.151,0.121,0.082493731,0.9600001203608258,,,,,,,,0.9614510237618972,13.987,0.014,12.841,0.01,0.00845,0.00037,0.134928082,0.9615743502677264,11.434,42.754,0.15,14.118,12.886,9.959,7.617,0.029,0.027,0.06,0.965725235816482,0.166,0.114,0.9600001528088212,3125.03149,12054.1875,0.082,2353.18481,4617.33496,5261.44189,12825.7803,10122.0,2XMMi J002209.9+001629,Seyfert_1,0.118602,13.992369401429148,12.84834374170193,-0.0049257262092625,-0.0065892892100769,,13.987,0.014,12.841,0.01,extent
13,UM 232,5.614583,1.403333,,AGN,Q,2010A&A...518A..10V,0,0.57728,2CXO J002227.4+012412,5.6145,1.403469444,0.79,0.78,110.1,3.09,3.09,2.53e-14,2.09e-14,2.8e-15,1.55e-15,9.87e-15,9.65e-15,1.69e-15,1.18e-15,0,0.573,0.442,,0.442,,0,,Gaia EDR3 2547214884145642624,,,0.7900001042997906,17.31588,0.003601,17.509188,0.009344,16.91822,0.009213,0.08,-0.065,0.099,0.046,0.08,0.075722279,0.8766413986063173,16.383,15.643,15.156,0.093,0.128,0.126,0.1,0.7918846517962324,14.249,0.015,13.073,0.011,-0.00612,-0.00322,0.090901604,0.7927522574868141,10.776,41.448,0.189,14.284,13.051,9.514,7.325,0.029,0.029,0.042,0.7972941124518856,0.123,0.128,0.7900001042997906,7580.79346,7969.26172,0.076,5144.67188,12954.4951,4949.71582,9923.22168,10112.0,PB  5901,QSO,0.08308,14.278904874852469,13.074718743520489,-0.0060442699501335,-0.0078689248307917,,14.249,0.015,13.073,0.011,
14,2QZ J002301-2752,5.75625,-27.8775,,AGN,Q,2010A&A...518A..10V,0,0.301298,2CXO J002301.4-275238,5.756208333,-27.87743611,0.87,0.77,102.8,4.73,4.73,2.97e-14,1.11e-14,7.32e-15,1.13e-14,6.89e-15,5.41e-15,2.63e-15,3.38e-15,0,0.635,0.948,,0.948,,0,,Gaia EDR3 2322088396593710976,,,0.8700006839879151,19.603367,0.006259,19.744093,0.05832,19.256853,0.049087,0.158,-0.107,0.387,0.117,0.351,0.146035392,0.8700005064514618,,,,,,,,0.8849547339981859,16.285,0.033,15.049,0.032,-0.05034,0.01983,0.3555677,0.9304842186871308,7.8544,32.089,0.198,16.334,14.914,12.233,8.857,0.072,0.073,0.38,0.9352470910009824,0.484,0.189,0.8700006839879151,1724.95764,1717.44812,0.146,1271.30957,2441.67944,1241.32935,2522.03442,10021.0,[VV2006] J002301.5-275239,QSO,0.203632,16.300955323838018,15.002594001808802,-0.0283673955380621,-0.0359681502668521,,16.285,0.033,15.049,0.032,
15,UM 245,6.890833,-1.581111,,AGN,Q,2010A&A...518A..10V,0,0.58546,2CXO J002733.7-013452,6.890833333,-1.581272222,0.84,0.82,114.3,2.17,,1.46e-14,1.27e-14,1.83e-15,7.98e-18,7.22e-15,7.08e-15,1.39e-15,6.03e-18,1,0.039,0.069,,,,-1,,Gaia EDR3 2541139120329412608,,,0.8400000383369038,17.518936,0.003919,17.722956,0.012856,17.091137,0.010355,0.08,-0.08,0.116,-0.009,0.098,0.262834206,0.9985990382155392,16.206,15.736,14.942,0.086,0.102,0.113,0.223,0.8418779478790259,14.285,0.015,13.311,0.011,0.00565,-0.00827,0.251687487,0.8435218071425302,10.688,39.43,0.332,14.25,13.269,10.21,8.062,0.029,0.031,0.074,0.8480540071982443,0.241,0.293,0.8400000383369038,6618.37549,5592.87402,0.263,4705.34717,8260.94141,4355.42627,7597.49219,10023.0,LBQS 0025-0151,QSO,0.318753,14.3012896443995,13.28066352965262,-0.0061197914547278,-0.0090493317311264,,14.285,0.015,13.311,0.011,
16,UM 252,7.88125,0.572222,,AGN,Q,2010A&A...518A..10V,0,0.716688,2CXO J003131.4+003420,7.881041667,0.572252778,0.74,0.73,154.6,6.82,6.82,5.09e-14,2.57e-14,8.5e-15,1.67e-14,1.04e-14,9.49e-15,2.63e-15,3.35e-15,0,0.424,0.783,,0.783,,0,,Gaia EDR3 2544063782603929856,,,0.7400002226672637,18.755623,0.003519,18.996141,0.027803,18.345407,0.028046,0.594,-0.01,0.241,-0.594,0.215,0.177086071,0.7400001485500932,,,,,,,,0.7453808287406914,15.549,0.022,14.295,0.018,0.00104,0.00457,0.333830071,0.7593882207765406,8.5573,33.47,0.187,15.487,14.2,10.935,8.305,0.043,0.046,0.142,0.7651597087237147,0.322,0.268,0.7400002226672637,2991.573,6856.4707,0.177,2049.68555,4335.79248,5787.89746,8506.63672,10013.0,LBQS 0028+0017,QSO,0.218495,15.540660838933595,14.257035975010576,-0.0153435344656362,-0.0188796710168612,,15.549,0.022,14.295,0.018,
17,XMM J00333-4337,8.329583,-43.619722,,AGN,A,2010A&A...518A..10V,0,0.372337,2CXO J003319.1-433711,8.329625,-43.61981944,0.74,0.73,114.9,4.82,4.82,1.56e-14,9.64e-15,1.54e-15,4.44e-15,3.94e-15,3.55e-15,5.77e-16,1.61e-15,0,0.955,0.756,,0.756,,0,,,,,0.74,,,,,,,,,,,,,0.74,,,,,,,,0.8030063760643499,,,,,,,3.409445085,1.240411322908655,6.7953,26.314,3.359,,,,,,,,0.9540675238157936,,2.786,0.74,,,,,,,,,XMMES1  77,AGN,0.371305,,,,,,,,,,
18,XMM J00333-4337,8.337083,-43.629167,,AGN,A,2010A&A...518A..10V,0,0.713601,2CXO J003320.9-433745,8.337333333,-43.62926944,0.77,0.75,130.3,5.41,5.41,1.13e-14,3.92e-15,3.31e-15,4.08e-15,2.37e-15,1.71e-15,9.38e-16,1.34e-15,0,0.15,0.44,,0.44,,0,,,,,0.77,,,,,,,,,,,,,0.77,,,,,,,,0.7953493823471545,,,,,,,2.651326712,0.9658100227270372,6.9673,26.775,2.729,,,,,,,,0.9121518513931768,,2.671,0.77,,,,,,,,,[VV2010c] J003320.9-433745,AGN,0.713478,,,,,,,,,,
19,XMM J00334-4332,8.369167,-43.541944,,AGN,A,2010A&A...518A..10V,0,0.236839,2CXO J003328.6-433231,8.36925,-43.54198611,0.95,0.82,22.1,3.94,3.94,5.7e-15,2.74e-15,2.3e-15,6.63e-16,1.8e-15,1.57e-15,7.58e-16,4.22e-16,0,0.611,0.621,,0.621,,0,,,,,0.95,,,,,,,,,,,,,0.95,,,,,,,,1.1025661703498797,17.838,0.092,17.051,0.148,0.0573,0.00767,0.315186122,1.7167993476233618,6.555,25.941,0.982,17.567,16.607,12.571,8.646,0.166,0.257,,1.3511612191000746,,0.997,0.95,,,,,,,,,SWIRE J003328.66-433230.9,AGN,0.236644,17.82211403431197,16.78173944336029,-0.0961042579459798,-0.1496948333118822,,17.838,0.092,17.051,0.148,
20,XMM J00334-4331,8.369583,-43.527222,,AGN,A,2010A&A...518A..10V,0,0.643452,2CXO J003328.7-433138,8.369666667,-43.52738889,0.99,0.82,7.2,5.35,5.35,1.34e-14,6.61e-15,2.78e-15,4.04e-15,2.76e-15,2.22e-15,8.6e-16,1.41e-15,0,0.709,0.289,,0.289,,0,,,,,0.99,,,,,,,,,,,,,0.99,,,,,,,,1.1878387769390255,18.109,0.112,17.052,0.146,0.0384,0.01811,0.891542667,2.101323927908308,6.5181,26.168,0.939,,,,,,,,0.99,,,0.99,,,,,,,,,SWIRE J003328.73-433138.6,AGN,0.642374,18.266859891254636,17.05318362597726,-0.1439425842821919,-0.1938957551771701,,18.109,0.112,17.052,0.146,
21,XMM J00335-4333,8.381667,-43.553611,,AGN,A,2010A&A...518A..10V,0,0.43062,2CXO J003331.6-433313,8.38175,-43.55371389,0.77,0.74,21.2,6.49,6.49,2.43e-14,1.9e-14,4.55e-15,7.67e-16,4.52e-15,4.38e-15,1.05e-15,4.28e-16,0,0.006,0.021,,0.021,,0,,,,,0.77,,,,,,,,,,,,,0.77,,,,,,,,0.8027633524271023,16.852,0.041,15.868,0.051,0.0709,0.02127,0.116648293,1.003490034828448,6.8968,26.747,0.116,17.219,15.853,12.162,9.043,0.125,0.135,,1.003169477207117,,0.314,0.77,,,,,,,,,SWIRE J003331.64-433313.3,AGN,0.430734,16.834427604346942,15.89570005671869,-0.0407139270170501,-0.068246348629126,,16.852,0.041,15.868,0.051,
22,XMM J00335-4320,8.38375,-43.335556,,AGN,A,2010A&A...518A..10V,0,0.587811,2CXO J003332.0-432007,8.383541667,-43.33552222,0.91,0.84,115.0,2.97,2.97,3.69e-15,2.57e-15,3.24e-16,7.96e-16,1.55e-15,1.48e-15,2.48e-16,4.07e-16,0,0.499,0.772,,0.772,,0,,,,,0.9100102733357024,,,,,,,41.366,,0.107,,0.125,7.867509013,0.9239689667534078,,,,,,,7.475,1.5443845024874343,,,,,,,1.954199853,0.9349486090279828,8.9504,29.008,7.801,,,,,,,,0.923727563474946,,7.713,0.9100102733357024,,,7.867,,,,,,ESIS 102351,AGN,0.587604,,,,,,,,,,
23,XMM J00335-4322,8.392917,-43.3725,,AGN,A,2010A&A...518A..10V,0,0.380255,2CXO J003334.3-432220,8.392958333,-43.37240278,0.88,0.79,33.2,2.26,2.26,1.9e-15,9.33e-16,2.87e-16,6.85e-16,8.62e-16,7e-16,2.11e-16,4.57e-16,0,0.958,0.915,,0.915,,0,,,,,0.88,,,,,,,,,,,,,0.88,,,,,,,,0.9500336836133758,,,,,,,3.179016516,1.3873198081192382,6.9386,26.793,3.668,,,,,,,,0.9252467995081096,,9.66,0.88,,,,,,,,,[VV2010c] J003334.3-432221,AGN,0.380634,,,,,,,,,,
24,ELAIS J00337-4319,8.442917,-43.328889,,AGN,A,2010A&A...518A..10V,0,0.6334,2CXO J003346.2-431943,8.442708333,-43.32880833,0.71,0.71,85.8,9.87,9.87,4.47e-14,3.19e-14,7.75e-15,5e-15,5.5e-15,5.24e-15,1.3e-15,1.05e-15,0,0.052,0.101,,0.101,,0,,Gaia EDR3 4992443119851263616,,,0.7105283133772784,21.234455,0.017771,20.553812,0.103668,19.036512,0.053353,,,,,,0.395101469,0.710508190961934,,,,,,,,0.7146899533532006,15.021,0.017,14.296,0.016,-0.01648,0.00141,0.269251461,0.7270061137459575,8.4661,30.309,0.315,15.18,14.523,11.019,8.204,0.035,0.048,0.12,0.729325064305348,,0.394,0.7105283133772784,,,,,,,,,2XMM J003346.2-431944,LINER,0.410388,15.0075921825176,14.269973718496512,-0.0092906176424657,-0.0173015660515321,,15.021,0.017,14.296,0.016,
25,XMM J00338-4321,8.473333,-43.357778,,AGN,A,2010A&A...518A..10V,0,0.525442,2CXO J003353.5-432127,8.473125,-43.35774167,0.8,0.76,127.4,2.94,2.94,2.68e-15,1.64e-15,5.38e-16,5.01e-16,1.08e-15,9.43e-16,3.53e-16,3.82e-16,0,0.586,0.386,,0.386,,0,,,,,0.8,,,,,,,,,,,,,0.8,,,,,,,,0.8288036920767186,16.814,0.039,15.93,0.051,0.041,0.01297,0.151997006,1.01983148117716,6.8255,26.51,0.148,16.634,15.919,12.048,8.955,0.078,0.136,,0.916313396169673,,0.421,0.8,,,,,,,,,ESIS 101473,AGN,0.526089,16.8508442199727,15.882033568130057,-0.04090689150793,-0.0667955415008656,,16.814,0.039,15.93,0.051,
26,XMM J00342-4338,8.5625,-43.646389,,AGN,A,2010A&A...518A..10V,0,0.345843,2CXO J003414.9-433847,8.562375,-43.64642222,0.82,0.79,15.9,6.09,6.09,2.06e-14,1.07e-14,5.56e-15,4.37e-15,3.74e-15,3.21e-15,1.44e-15,1.28e-15,0,0.601,0.359,0.861,0.359,,0,,,,,0.82,,,,,,,,,,,,,0.82,,,,,,,,0.9561732269834792,17.577,0.072,17.204,0.17,-0.04141,0.13149,0.360854953,1.106212569988246,6.5537,0.0,0.512,17.827,17.345,11.959,8.953,0.209,0.516,,1.5334593701823338,,0.673,0.82,,,,,,,,,ELAISR J003415-433847,Radio,0.021796,17.644410002305573,,-0.0815783427167219,,,17.577,0.072,17.204,0.17,
27,XMM J00349-4335,8.729583,-43.595833,,AGN,A,2010A&A...518A..10V,0,0.287331,2CXO J003455.1-433544,8.729583333,-43.59575278,0.78,0.75,110.6,5.09,5.09,1.64e-14,8.93e-15,2.58e-15,4.85e-15,3.65e-15,3.05e-15,8.98e-16,1.79e-15,0,0.008,0.05,0.932,0.05,,0,,,,,0.78,,,,,,,,,,,,,0.78,,,,,,,,0.8370749309350985,,,,,,,1.058826589,0.9297505041676504,0.0,27.014,2.214,,,,,,,,0.8990044493771986,,2.468,0.78,,,,,,,,,ESIS 90747,AGN,0.288325,,,,,,,,,,
28,XMM J00350-4334,8.760417,-43.572222,,AGN,Q,2010A&A...518A..10V,0,0.320511,2CXO J003502.5-433419,8.760416667,-43.57213333,0.79,0.75,132.8,10.7,10.7,6.33e-14,3.35e-14,9.63e-15,2.02e-14,6.6e-15,5.74e-15,1.58e-15,2.85e-15,0,0.201,0.481,1.0,0.481,0.988,1,6.242636532,,,,0.79,,,,,,,,,,,,,0.79,,,,,,,,0.8089781455638959,16.459,0.03,15.846,0.047,0.01563,0.00251,0.18396644,0.9753378901693504,7.0616,26.89,0.116,16.479,15.885,12.513,8.909,0.069,0.131,0.475,0.8868534264465578,,0.168,0.79,,,,,,,,,SWIRE J003502.52-433419.4,QSO,0.321479,16.435307194318998,15.762389040191708,-0.0288635876351316,-0.0606835163391866,,16.459,0.03,15.846,0.047,
