,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,remove_code,sep,name,ra,dec,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,significance_max,flux_aper90_ave_b,flux_aper90_ave_h,flux_aper90_ave_m,flux_aper90_ave_s,e_flux_aper90_ave_b,e_flux_aper90_ave_h,e_flux_aper90_ave_m,e_flux_aper90_ave_s,flux_flag,ks_intra_prob_b,kp_intra_prob_b,var_inter_prob_b,kp_prob_b_max,var_inter_prob,dof,chisqr,EDR3Name_gaia,Plx_gaia,e_Plx_gaia,X_PU_gaia,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,PM_gaia,pmRA_gaia,e_pmRA_gaia,pmDE_gaia,e_pmDE_gaia,_r_gaia,X_PU_2mass,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,_r_2mass,X_PU_catwise,W1mag_catwise,e_W1mag_catwise,W2mag_catwise,e_W2mag_catwise,pmRA_catwise,pmDE_catwise,_r_catwise,X_PU_unwise,e_FW1_unwise,e_FW2_unwise,_r_unwise,W1mag_allwise,W2mag_allwise,W3mag_allwise,W4mag_allwise,e_W1mag_allwise,e_W2mag_allwise,e_W3mag_allwise,X_PU_allwise,e_W4mag_allwise,_r_allwise,X_PU_gaiadist,rgeo,rpgeo,_r_gaiadist,b_rgeo,B_rgeo,b_rpgeo,B_rpgeo,Flag_gaiadist,main_id,main_type,_r_simbad,W1mag_unwise,W2mag_unwise,e_W1mag_unwise,e_W2mag_unwise,pm_gaia,W1mag_comb,e_W1mag_comb,W2mag_comb,e_W2mag_comb,CSC_flags
2436,V* V2332 Ori,83.8273333,-5.4401667,,YSO,D,2012AJ....144..192M,0,0.377297,2CXO J053518.5-052624,83.82741667,-5.440188889,0.73,0.72,89.9,13.14,6.08,2.94e-15,2.59e-15,2.95e-16,5.98e-17,2.65e-16,2.6e-16,4.96e-17,1.83e-17,0,1.0,1.0,1.0,1.0,1.0,10,34.3145369,,,,0.7306235738709776,,,,,,,,,,,,6.990243712,0.7403518234596306,14.613,12.449,11.209,0.056,0.033,0.018,0.177,0.7305619908673048,,,,,,,,0.7306447991329302,0.0,344.97,1.64,,,,,,,,0.7305619908673048,,,0.7306235738709776,,,,,,,,,V* V2332 Ori,Orion_V*,0.16764,,,,,,,,,,
2437,2MASS J05351862-0518352,83.8275417,-5.3097222,,YSO,D,2012AJ....144..192M,0,0.136362,2CXO J053518.6-051834,83.82754167,-5.309686111,0.9,0.9,0.0,5.69,3.7,5.47e-16,2.53e-16,2.06e-16,8.8e-17,1.03e-16,8.91e-17,4.38e-17,2.85e-17,0,0.839,0.923,0.991,0.923,0.78,9,11.89124721,Gaia EDR3 3017366812111672320,2.2853,0.4923,0.9000217065631695,19.422363,0.00489,20.399689,0.165719,17.831444,0.060026,2.393,0.81,0.444,2.252,0.347,0.415797208,0.9079860515566964,14.192,12.769,11.957,0.03,0.029,0.018,0.451,0.9000214829777787,,,,,,,,0.9000214829777787,,,,,,,,,,,0.9000214829777787,,,0.9000217065631695,515.023438,771.001404,0.416,401.979797,868.882263,507.154816,1010.4942,10033.0,2MASS J05351862-0518352,YSO,0.43596,,,,,,,,,,extent|conf
2438,V* V2335 Ori,83.82775,-5.6859167,,YSO,D,2012AJ....144..192M,0,0.312647,2CXO J053518.6-054109,83.82775,-5.686002778,0.86,0.79,88.3,3.76,3.76,2.63e-15,5.04e-16,6.24e-16,1.5e-15,6.79e-16,3.81e-16,3.19e-16,4.63e-16,0,0.329,0.582,0.996,0.582,,0,,Gaia EDR3 3017249714110317696,2.505,0.2209,0.8600175064888156,18.429794,0.004579,20.305786,0.165126,16.915634,0.018939,2.06,2.024,0.211,-0.385,0.172,0.299713154,0.8713380588906007,14.178,13.557,13.11,0.027,0.037,0.03,0.162,0.8694612428804632,12.534,0.022,11.862,0.036,0.02346,0.00555,0.342986371,0.8608787736210249,25.992,73.687,0.299,12.672,12.072,10.193,5.806,0.143,0.136,0.365,1.046576787852301,0.154,0.25,0.8600175064888156,399.146332,389.351166,0.3,362.266083,430.714661,359.638458,432.236816,10033.0,V* V2335 Ori,Orion_V*,0.325987,12.58447891344315,11.865317298117532,-0.0030616502955359,-0.0045924254474491,,12.534,0.022,11.862,0.036,
2439,V* AF Ori,83.82775,-5.38725,,YSO,P,2012AJ....144..192M,0,0.371379,2CXO J053518.6-052313,83.82775,-5.387147222,0.71,0.71,178.4,56.17,17.73,4.59e-14,4.36e-14,1.88e-15,3.52e-16,1.19e-15,1.18e-15,1.32e-16,5.88e-17,0,1.0,1.0,1.0,1.0,1.0,10,71.52893294,Gaia EDR3 3017364059023825280,2.4597,0.0466,0.7100173564059121,13.941127,0.051314,12.825575,0.048038,11.669926,0.079894,1.393,1.385,0.04,0.15,0.036,0.244526456,0.7278218478079646,10.507,9.201,7.635,,0.036,0.02,0.2,0.7100173534122951,,,,,,,,0.7100173534122951,,,,,,,,,,,0.7100173534122951,,,0.7100173564059121,397.163727,399.820892,0.245,390.446136,404.715027,391.636108,406.584534,10033.0,V* AF Ori,Orion_V*,0.226587,,,,,,,,,,extent
2440,V* V2336 Ori,83.8279167,-5.3823611,,YSO,D,2012AJ....144..192M,0,0.147441,2CXO J053518.6-052256,83.82791667,-5.382402778,0.71,0.71,0.0,66.57,35.77,4.23e-14,2.91e-14,1.02e-14,3.04e-15,9.28e-16,8.68e-16,2.89e-16,1.55e-16,0,1.0,1.0,1.0,1.0,1.0,10,861.8001385,Gaia EDR3 3017364063333443328,2.4702,0.0476,0.7100174374901225,14.416824,0.009079,13.655526,0.038202,12.451024,0.032066,2.218,1.016,0.04,1.972,0.035,0.188144066,0.7236883014607878,11.21,9.513,8.704,0.091,0.031,0.019,0.142,0.7100174347656542,,,,,,,,0.7100174347656542,,,,,,,,,,,0.7100174347656542,,,0.7100174374901225,394.965149,398.229248,0.188,388.196259,401.636139,391.781586,405.89032,10033.0,V* V2336 Ori,Orion_V*,0.215931,,,,,,,,,,extent
2441,V* V2338 Ori,83.82825,-5.2914167,,YSO,D,2012AJ....144..192M,0,0.384571,2CXO J053518.7-051728,83.82833333,-5.291338889,0.76,0.76,0.0,11.98,7.17,2.59e-15,1.61e-15,8.79e-16,9.93e-17,2.92e-16,2.76e-16,9.35e-17,2.88e-17,0,0.986,0.995,0.918,0.995,0.767,10,12.83831934,Gaia EDR3 3017366915187666560,2.3585,0.0908,0.7600159373573688,16.286526,0.010226,19.036583,0.105991,14.768941,0.027906,0.61,0.426,0.082,0.436,0.07,0.303370322,0.7694310947781874,11.219,9.386,7.896,0.024,0.032,0.023,0.334,0.764933833485982,,,,,,,1.884276785,0.7600358278473194,2968.5,0.0,3.611,,,,,,,,0.761394674010503,,1.675,0.7600159373573688,414.426056,415.291565,0.303,400.182648,428.001404,400.770569,433.992126,10022.0,V* V2338 Ori,Orion_V*,0.323622,,,,,,,,,,
2442,V* V490 Ori,83.8284583,-5.2459722,,YSO,D,2012AJ....144..192M,0,0.499967,2CXO J053518.8-051445,83.82854167,-5.245852778,0.72,0.72,121.7,61.66,30.98,4.85e-14,2.48e-14,1.39e-14,9.78e-15,1.09e-15,9.72e-16,3.64e-16,3.49e-16,0,1.0,1.0,1.0,1.0,1.0,9,317.0791593,Gaia EDR3 3017367701155797504,,,0.7228961555306543,15.657542,0.014676,16.759401,0.039941,14.152655,0.021381,,,,,,0.450067869,0.7327683270011061,12.214,11.309,10.885,0.021,0.029,0.018,0.532,0.7228757991909813,,,,,,,,0.7236286485871051,71.393,196.76,0.935,,,,,,,,0.7228757991909813,,,0.7228961555306543,,,,,,,,,V* V490 Ori,Orion_V*,0.422799,,,,,,,,,,
2443,V* V2342 Ori,83.8289167,-5.3478333,,YSO,D,2012AJ....144..192M,0,0.232592,2CXO J053518.9-052051,83.82891667,-5.347769444,0.71,0.71,107.9,39.9,23.72,1.72e-14,1.13e-14,4.67e-15,1.17e-15,5.82e-16,5.42e-16,1.88e-16,9.6e-17,0,1.0,1.0,1.0,1.0,1.0,10,272.5931438,Gaia EDR3 3017365850036801024,2.4043,0.1194,0.7100166744995782,16.934174,0.017571,15.131842,0.115353,14.363767,0.089836,3.763,3.761,0.092,-0.113,0.083,0.312662557,0.720085868854125,12.848,11.439,10.624,0.02,0.029,0.024,0.274,0.7100166607364928,,,,,,,,0.7100166607364928,,,,,,,,,,,0.7100166607364928,,,0.7100166744995782,407.865295,409.478271,0.313,390.68338,426.636414,390.44281,428.131927,10022.0,V* V2342 Ori,Orion_V*,0.260481,,,,,,,,,,extent|conf
2444,V* V2343 Ori,83.8289583,-5.3521944,,YSO,D,2012AJ....144..192M,0,0.331327,2CXO J053518.9-052107,83.82895833,-5.352102778,0.71,0.71,177.6,20.02,10.27,2.56e-15,8.95e-16,9.08e-16,7.58e-16,2.05e-16,1.68e-16,8.58e-17,8.01e-17,0,1.0,1.0,1.0,1.0,1.0,10,109.6217547,Gaia EDR3 3017365850035788800,2.4386,0.0641,0.710017264442436,15.358238,0.005433,14.699207,0.091721,13.34186,0.06084,1.023,0.797,0.055,0.642,0.046,0.250856746,0.7200864594721109,11.756,10.553,10.003,0.02,0.029,0.018,0.244,0.7100172597304096,,,,,,,,0.7100172597304096,,,,,,,,,,,0.7100172597304096,,,0.710017264442436,398.864685,410.183624,0.251,391.154358,410.259186,403.901917,421.084747,10033.0,V* V2343 Ori,Orion_V*,0.225925,,,,,,,,,,extent
2445,V* V2344 Ori,83.8291667,-5.4728611,,YSO,D,2012AJ....144..192M,0,0.121464,2CXO J053519.0-052822,83.82920833,-5.472836111,0.81,0.75,5.6,6.78,4.49,1.5e-15,1.32e-15,1.2e-16,5.65e-17,2.36e-16,2.33e-16,3.21e-17,1.76e-17,0,1.0,1.0,1.0,1.0,0.995,11,27.03183089,,,,0.81,,,,,,,,,,,,,0.8256512580987205,16.312,13.817,12.37,0.14,0.045,0.041,0.285,0.8103096692006089,,,,,,,2.894123955,0.81,2293.8,0.0,5.105,,,,,,,,0.8111299772539542,,5.498,0.81,,,,,,,,,V* V2344 Ori,Orion_V*,0.224452,,,,,,,,,,
2446,V* V1337 Ori,83.8293333,-5.3971389,,YSO,P,2012AJ....144..192M,0,0.411226,2CXO J053519.0-052349,83.82941667,-5.397077778,0.71,0.71,89.3,16.72,8.59,4.97e-15,4.16e-15,5.34e-16,2.77e-16,3.95e-16,3.86e-16,6.63e-17,5.15e-17,0,0.994,0.998,1.0,0.998,1.0,10,68.29366794,Gaia EDR3 3017361108392968064,2.058,0.1408,0.7100141012582778,14.709553,0.008135,13.224367,0.018341,12.384935,0.010448,4.81,4.409,0.13,-1.922,0.099,0.263127114,0.7278186491417762,13.007,11.201,10.311,,0.03,0.018,0.14,0.7100140745355404,,,,,,,,5.5e+20,0.0,10000000000.0,4.131,,,,,,,,0.7100140745355404,,,0.7100141012582778,488.757874,524.141479,0.263,456.216217,527.398132,487.77182,554.756409,10022.0,V* V1337 Ori,Orion_V*,0.198126,,-2.148863078400737,,-1.5451800369426605,,,,-2.148863078400737,-1.5451800369426605,
2447,Parenago  1928,83.8295833,-5.39075,,YSO,D,2012AJ....144..192M,0,0.336513,2CXO J053519.1-052326,83.82966667,-5.390805556,0.71,0.71,92.2,43.66,25.55,1.36e-14,6.6e-15,3.89e-15,3.12e-15,4.67e-16,4.04e-16,1.72e-16,1.59e-16,0,1.0,1.0,1.0,1.0,1.0,10,359.9477651,Gaia EDR3 3017364059023827968,2.5207,0.0682,0.7100182800569855,15.422935,0.005753,13.210393,0.016277,12.294485,0.005093,1.258,0.865,0.061,-0.914,0.051,0.198264254,0.7278227461703296,10.927,10.918,10.333,,0.097,0.077,0.16,0.7100182743020915,,,,,,,,0.7100182743020915,,,,,,,,,,,0.7100182743020915,,,0.7100182800569855,390.886627,392.24765,0.198,377.94574,400.664551,380.736969,402.244019,10023.0,Parenago  1928,YSO,0.193649,,,,,,,,,,extent
2448,V* V2346 Ori,83.83,-5.5175278,,YSO,D,2012AJ....144..192M,0,0.264048,2CXO J053519.2-053103,83.83008333,-5.517516667,0.74,0.72,10.7,25.98,13.83,8.31e-15,3.81e-15,2.8e-15,1.7e-15,4.51e-16,4.05e-16,1.53e-16,1.28e-16,0,1.0,1.0,1.0,1.0,1.0,10,48.12838548,Gaia EDR3 3017265206054356864,2.4228,0.2882,0.7400174421799529,18.786955,0.006131,20.283087,0.175162,17.153103,0.06653,1.757,1.319,0.217,1.161,0.179,0.088713314,0.7496837296222455,13.934,12.353,11.589,0.035,0.038,0.021,0.153,0.7400173609181881,,,,,,,,0.7405281523752625,48.032,135.03,0.385,,,,,,,,0.7493033127247737,,2.443,0.7400174421799529,437.02301,422.418121,0.089,385.482574,520.035889,377.69931,490.321594,10033.0,V* V2346 Ori,Orion_V*,0.081766,11.461870619840752,10.854616289417292,-0.0020118853974361,-0.0033174249254065,,11.461870619840752,-0.0020118853974361,10.854616289417292,-0.0033174249254065,extent|conf
2449,V* V2347 Ori,83.8302917,-5.279,,YSO,D,2012AJ....144..192M,0,0.62013,2CXO J053519.2-051644,83.830375,-5.279138889,0.92,0.92,0.0,4.74,1.92,1.51e-15,6.86e-16,2.53e-16,5.75e-16,2.24e-16,1.93e-16,6.24e-17,9.41e-17,0,0.897,0.993,0.242,0.993,0.192,6,3.00481267,Gaia EDR3 3017367499303217280,2.5244,0.0588,0.9200141156586676,16.190903,0.005866,17.395535,0.051245,14.955442,0.018288,1.152,0.777,0.053,0.85,0.046,0.307041802,0.9278070740251984,12.947,12.035,11.463,0.021,0.031,0.023,0.209,0.92001411218046,,,,,,,,0.9216566424711536,63.491,187.69,0.44,,,,,,,,0.92001411218046,,,0.9200141156586676,387.325317,388.889893,0.307,379.390442,396.156097,379.953369,399.679321,10033.0,V* V2347 Ori,Orion_V*,0.270845,12.111234287152833,11.091878742750078,-0.0048364889760961,-0.0057374240743018,,12.111234287152833,-0.0048364889760961,11.091878742750078,-0.0057374240743018,conf
2450,V* V2352 Ori,83.8315417,-5.4599444,,YSO,D,2012AJ....144..192M,0,0.369068,2CXO J053519.5-052735,83.8315,-5.459855556,0.92,0.77,4.8,4.88,2.83,4.56e-16,2.41e-16,1.24e-16,9.11e-17,8.97e-17,7.85e-17,3.33e-17,2.79e-17,0,0.786,0.514,0.737,0.514,0.818,6,8.852683496,Gaia EDR3 3017360210733005568,2.6026,0.2302,0.9200169459548884,17.864235,0.006726,17.752518,0.20576,15.25198,0.115793,1.403,-0.35,0.205,1.359,0.157,0.348438581,0.9278098366536108,13.877,12.745,12.132,0.021,0.03,0.018,0.301,0.9200168982095926,,,,,,,,1.1011158399510923,73.184,232.3,1.776,,,,,,,,0.9200168982095926,,,0.9200169459548884,383.333649,405.41272,0.348,351.711945,418.844879,372.263092,452.086792,10033.0,V* V2352 Ori,Orion_V*,0.387363,,,,,,,,,,
2451,2MASS J05351956-0517032,83.8315,-5.2841389,,YSO,D,2012AJ....144..192M,0,0.100217,2CXO J053519.5-051702,83.8315,-5.284111111,0.71,0.71,0.0,86.34,38.03,1.39e-13,1.15e-13,2.3e-14,1.7e-15,1.92e-15,1.86e-15,4.64e-16,1.35e-16,0,1.0,1.0,1.0,1.0,1.0,10,114.128636,Gaia EDR3 3017367288839309824,,,0.7100591014867987,20.466839,0.008956,20.55869,0.198285,19.044466,0.135887,2.415,2.27,0.986,0.825,0.799,0.38151015,0.7201263181159538,13.622,11.246,10.025,0.026,0.031,0.021,0.467,0.7100576836027056,,,,,,,,0.7101428828364331,91.316,246.01,0.299,,,,,,,,0.7100576836027056,,,0.7100591014867987,890.468201,5235.90039,0.382,494.576813,1511.8916,4445.85645,6317.74902,10033.0,2MASS J05351956-0517032,YSO,0.383689,9.466997389636902,9.0076094819923,-0.0006090741324099,-0.0011028612400699,,9.466997389636902,-0.0006090741324099,9.0076094819923,-0.0011028612400699,conf
2452,2MASS J05351955-0531587,83.8314167,-5.5329167,,YSO,D,2012AJ....144..192M,0,0.513148,2CXO J053519.5-053158,83.8315,-5.533025,0.92,0.83,21.4,11.64,11.64,2.2e-15,1.54e-15,2.07e-16,4.56e-16,3.7e-16,3.6e-16,4.36e-17,7.55e-17,0,1.0,1.0,1.0,1.0,1.0,9,81.84754172,Gaia EDR3 3017265137334875776,2.4119,0.4522,0.9200156570137488,19.538528,0.006563,20.912363,0.19582,18.07163,0.036552,1.844,1.839,0.369,-0.141,0.315,0.104085858,0.9278084240950822,15.374,14.715,14.391,0.05,0.047,0.054,0.163,0.97546609978092,,,,,,,1.069589946,0.9931286280345564,32.286,0.0,1.345,12.651,12.149,8.387,4.533,0.067,0.162,,0.997245963552523,0.248,0.923,0.9200156570137488,472.600189,560.170837,0.104,384.470886,571.557861,441.330261,751.607422,10033.0,2MASS J05351955-0531587,YSO,0.187053,,,,,,,,,,conf
2453,V* V2353 Ori,83.8316667,-5.33375,,YSO,D,2012AJ....144..192M,0,0.063156,2CXO J053519.6-052001,83.83166667,-5.333763889,0.71,0.71,100.1,23.03,18.03,4.66e-15,4.11e-15,4.84e-16,6.65e-17,3.62e-16,3.55e-16,6.63e-17,2.3e-17,0,1.0,1.0,1.0,1.0,1.0,10,267.0309578,,,,0.7100311337438099,,,,,,,2.587,,0.084,,0.07,7.689531436,0.7237017305192244,15.399,12.504,10.717,0.148,0.067,0.043,0.296,0.7100311223858571,,,,,,,,0.7100311223858571,2595.4,0.0,5.785,,,,,,,,0.8461254249557332,,9.235,0.7100311337438099,,,7.69,,,,,,V* V2353 Ori,Orion_V*,0.291233,,,,,,,,,,
2454,V* V2356 Ori,83.8319167,-5.4073056,,YSO,D,2012AJ....144..192M,0,0.171657,2CXO J053519.6-052426,83.831875,-5.407347222,0.71,0.71,178.5,62.08,37.16,3.42e-14,2.12e-14,9.26e-15,3.76e-15,8.09e-16,7.45e-16,2.68e-16,1.67e-16,0,1.0,1.0,1.0,1.0,1.0,10,870.7705908,Gaia EDR3 3017361001006988416,2.5354,0.0495,0.7100184208443328,14.398547,0.007829,12.787644,0.017988,11.872849,0.006491,1.7,1.377,0.046,-0.997,0.038,0.23259415,0.7236892656034356,10.896,9.972,9.269,0.156,0.042,0.029,0.198,0.7100184174721386,,,,,,,,0.7100184174721386,,,,,,,,,,,0.7100184174721386,,,0.7100184208443328,385.667175,386.880432,0.233,378.119354,392.924927,379.381775,396.563965,10023.0,V* V2356 Ori,Orion_V*,0.166764,,,,,,,,,,extent
2455,2MASS J05351970-0519301,83.8320417,-5.3249722,,YSO,D,2012AJ....144..192M,0,0.048538,2CXO J053519.6-051929,83.83204167,-5.324972222,0.75,0.73,117.1,10.25,8.39,6.66e-16,5.62e-16,5.97e-17,4.48e-17,1.33e-16,1.31e-16,2.09e-17,1.55e-17,0,1.0,1.0,1.0,1.0,1.0,10,105.2644322,,,,0.75,,,,,,,,,,,,,0.7668767828015136,16.221,14.701,12.352,,0.05,0.018,0.325,0.7500777559693395,,,,,,,3.534032145,0.7500201663955444,2976.1,0.0,2.123,,,,,,,,0.7553806987208503,,2.285,0.75,,,,,,,,,2MASS J05351970-0519301,YSO,0.296896,,,,,,,,,,
2456,2MASS J05351979-0514053,83.8323333,-5.23475,,YSO,D,2012AJ....144..192M,0,0.537408,2CXO J053519.7-051405,83.832375,-5.234894444,0.89,0.89,0.0,7.43,4.91,2.11e-15,9.07e-16,4.86e-16,7.19e-16,3.86e-16,3.38e-16,1.03e-16,1.56e-16,0,0.914,0.985,0.968,0.985,0.371,5,3.462843649,Gaia EDR3 3209521342524177408,2.3709,0.1154,0.8900134337369521,17.67223,0.007868,18.35625,0.140698,16.028006,0.033038,2.335,1.72,0.11,1.579,0.1,0.50833253,0.8980667478177109,13.469,12.597,12.261,0.027,0.037,0.036,0.416,0.8910905248827865,,,,,,,9.673398955,0.8920673368843184,61.851,193.66,1.508,,,,,,,,0.8944722038922618,,9.216,0.8900134337369521,409.827271,418.557739,0.508,394.468445,428.41687,397.999939,440.057343,10033.0,2MASS J05351979-0514053,YSO,0.469539,,,,,,,,,,extent|conf
2457,V* V2358 Ori,83.8325,-5.2597778,,YSO,D,2012AJ....144..192M,0,0.540246,2CXO J053519.8-051534,83.83254167,-5.259636111,0.73,0.72,94.0,40.08,21.58,3.96e-14,3.74e-14,2.04e-15,1.44e-16,1.19e-15,1.18e-15,1.5e-16,4.48e-17,0,1.0,1.0,1.0,1.0,1.0,9,411.0661296,,,,0.73,,,,,,,,,,,,,0.7624303246854757,17.491,15.795,12.355,,0.168,0.052,0.673,0.7316426723476426,9.549,0.02,7.481,0.008,-0.00201,-0.00232,0.306465502,0.7300207188840602,80.218,0.0,0.643,,,,,,,,0.7389716097388316,,1.565,0.73,,,,,,,,,V* V2358 Ori,Orion_V*,0.665108,10.087640337915788,,-0.0009476594223803,,,9.549,0.02,7.481,0.008,extent
2458,2MASS J05351981-0522216,83.832625,-5.3725833,,YSO,D,2012AJ....144..192M,0,0.244021,2CXO J053519.8-052221,83.83254167,-5.372608333,0.71,0.71,16.0,23.12,12.57,6.83e-15,6.1e-15,6.9e-16,4.37e-17,4.35e-16,4.27e-16,8.29e-17,1.79e-17,0,1.0,1.0,1.0,1.0,1.0,10,225.0689825,Gaia EDR3 3017364166410348032,2.7471,0.096,0.7100216112796849,16.209324,0.013685,14.010622,0.053012,12.9621,0.010049,3.476,1.73,0.082,3.016,0.065,0.253917673,0.7278259901910896,12.254,11.372,10.182,,0.071,0.056,0.27,0.7100215996697846,,,,,,,,0.7100215996697846,,,,,,,,,,,0.7100215996697846,,,0.7100216112796849,355.653076,355.669617,0.254,344.066742,370.23645,341.588745,367.92688,10033.0,2MASS J05351981-0522216,YSO,0.225569,,,,,,,,,,
2459,[DRH2012] 833,83.8326667,-5.2523611,,YSO,P,2012AJ....144..192M,0,0.582522,2CXO J053519.8-051507,83.83275,-5.252216667,0.72,0.72,0.0,24.21,23.6,2.92e-14,2.81e-14,8.83e-16,2.43e-16,1.23e-15,1.22e-15,1.07e-16,6.55e-17,0,1.0,1.0,1.0,1.0,1.0,9,781.0935343,,,,0.720044691997212,,,,,,,2.715,,0.494,,0.47,1.116735831,0.7299751546788151,,,,,,,1.056,0.7218059894794168,8.528,0.015,7.194,0.01,-0.00771,-0.00041,0.659339889,0.7200442531180704,117.38,0.0,0.737,8.564,7.104,2.195,-0.843,0.033,0.026,0.196,0.725597606424084,,0.714,0.720044691997212,,,1.117,,,,,,[DRH2012] 833,Star,0.673138,,,,,,8.528,0.015,7.194,0.01,extent
2460,V* V2360 Ori,83.8326667,-5.5176667,,YSO,D,2012AJ....144..192M,0,0.613478,2CXO J053519.8-053103,83.83279167,-5.517572222,0.96,0.96,0.0,6.52,4.22,1.07e-15,6.69e-16,3.31e-16,7.29e-17,2.04e-16,1.94e-16,6.04e-17,2.58e-17,0,0.505,0.751,0.951,0.751,0.269,10,6.936483812,Gaia EDR3 3017265206054356736,3.5356,0.3249,0.9600333315729824,18.1336,0.007509,19.859083,0.176111,16.562738,0.041373,2.039,2.038,0.255,-0.066,0.206,0.593945449,0.9675039195545824,13.493,12.01,11.236,0.024,0.032,0.021,0.561,0.9613975631098094,9.968,0.011,9.994,0.01,-0.00314,-0.00157,0.544804728,0.9601750279784826,56.743,157.63,0.599,10.046,9.878,7.258,0.14,0.021,0.021,0.058,0.9629118310382732,,0.811,0.9600333315729824,296.068787,284.196869,0.594,261.67923,329.163757,260.055267,309.175079,10033.0,V* V2360 Ori,Orion_V*,0.61138,10.627353949556884,9.990987820620855,-0.0011019913688439,-0.0017480680042492,,9.968,0.011,9.994,0.01,extent|conf
2461,V* V2362 Ori,83.833375,-5.4866667,,YSO,D,2012AJ....144..192M,0,0.755088,2CXO J053520.0-052911,83.83345833,-5.486469444,0.87,0.74,5.1,9.36,4.18,9.81e-16,3.46e-16,4.38e-16,1.97e-16,1.27e-16,1.01e-16,6.38e-17,4.22e-17,0,1.0,0.998,0.589,0.998,0.914,10,16.52500414,Gaia EDR3 3017359287330361216,2.4044,0.2807,0.870015377289712,18.58848,0.008033,19.028332,0.255252,16.687376,0.069068,3.265,2.212,0.26,-2.402,0.198,0.781846027,0.8782520145216862,13.687,12.307,11.469,0.052,0.053,0.041,0.624,0.8700152878032661,,,,,,,,0.8700152878032661,,,,,,,,,,,0.8708447628661494,,2.78,0.870015377289712,429.259338,451.67981,0.782,383.638947,489.426453,405.301575,512.024475,10033.0,V* V2362 Ori,Orion_V*,0.727077,,,,,,,,,,conf
2462,V* V1516 Ori,83.8334167,-5.4271389,,YSO,D,2012AJ....144..192M,0,0.363489,2CXO J053520.0-052537,83.8335,-5.427080556,0.71,0.71,0.0,46.35,22.29,1.87e-14,8.33e-15,5.17e-15,5.25e-15,5.43e-16,4.58e-16,2e-16,2.13e-16,0,1.0,0.999,1.0,0.999,1.0,10,257.5888774,Gaia EDR3 3017360902234822016,2.4918,0.0529,0.7100177416027292,14.568591,0.010405,14.016038,0.011861,13.076506,0.072482,1.528,1.481,0.046,-0.375,0.04,0.190884244,0.7200869312233072,11.651,10.642,10.118,0.021,0.033,0.026,0.072,0.7100177381718009,,,,,,,,0.7100177381718009,,,,,,,,,,,0.7100177381718009,,,0.7100177416027292,393.382324,394.358948,0.191,385.389465,402.088318,385.737701,403.882263,10023.0,V* V1516 Ori,Orion_V*,0.17929,,,,,,,,,,extent
2463,V* V491 Ori,83.8334167,-5.3516944,,YSO,D,2012AJ....144..192M,0,0.576795,2CXO J053520.0-052105,83.83354167,-5.351580556,0.71,0.71,177.6,126.12,56.1,2.57e-13,2.16e-13,3.63e-14,4.83e-15,2.55e-15,2.48e-15,5.5e-16,1.96e-16,0,1.0,1.0,1.0,1.0,1.0,10,1731.114228,Gaia EDR3 3017365850036800896,2.2103,0.1598,0.7100175664731965,14.076355,0.018645,14.800235,0.086803,12.731319,0.054298,2.024,0.131,0.134,2.02,0.109,0.240967134,0.7200867352510529,10.594,9.403,8.71,0.026,0.035,0.029,0.242,0.7100175394203442,,,,,,,,0.7100175394203442,,,,,,,,,,,0.7166942627679671,,8.106,0.7100175664731965,450.224274,437.841156,0.241,412.871796,490.904205,412.756805,463.406677,10033.0,V* V491 Ori,Orion_V*,0.24043,,,,,,,,,,extent
2464,V* V2363 Ori,83.8336667,-5.3455,,YSO,D,2012AJ....144..192M,0,0.105412,2CXO J053520.0-052043,83.83366667,-5.345472222,0.71,0.71,108.5,69.05,32.69,6.06e-14,4.42e-14,1.31e-14,3.36e-15,1.16e-15,1.1e-15,3.28e-16,1.61e-16,0,1.0,1.0,1.0,1.0,1.0,10,402.995292,Gaia EDR3 3017365880089965824,2.4788,0.1075,0.710017986741012,16.840715,0.003971,15.199864,0.010142,16.149647,0.155476,2.194,1.354,0.088,1.726,0.073,0.208750072,0.7200871632842513,12.876,11.318,10.392,0.02,0.029,0.018,0.235,0.7100179735237412,,,,,,,,0.7100179735237412,,,,,,,,,,,0.7100179735237412,,,0.710017986741012,394.570343,,0.209,376.08136,411.297791,,,10000.0,V* V2363 Ori,Orion_V*,0.237369,,,,,,,,,,extent|conf
2465,2MASS J05352017-0519443,83.8340417,-5.3289167,,YSO,D,2012AJ....144..192M,0,0.117175,2CXO J053520.1-051944,83.834,-5.328911111,0.71,0.71,133.3,29.81,24.88,5.31e-15,4.45e-15,8.22e-16,3.86e-17,3.81e-16,3.7e-16,8.84e-17,1.42e-17,0,1.0,1.0,1.0,1.0,1.0,10,550.4112288,,,,0.71,,,,,,,,,,,,,0.7278049189171505,17.667,14.059,12.357,0.392,0.029,0.018,0.341,0.71,,,,,,,,0.71,,,,,,,,,,,0.71,,,0.71,,,,,,,,,2MASS J05352017-0519443,YSO,0.325376,,,,,,,,,,
